cap-shape,cap-surface,cap-color,bruises%3F,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
b'k',b's',b'e',b't',b'n',b'f',b'c',b'b',b'w',b'e',b'?',b's',b's',b'e',b'w',b'p',b'w',b't',b'e',b'w',b'c',b'w',b'e'
b'f',b'y',b'n',b't',b'n',b'f',b'c',b'b',b'e',b'e',b'?',b's',b's',b'e',b'w',b'p',b'w',b't',b'e',b'w',b'c',b'w',b'e'
b'f',b's',b'b',b't',b'n',b'f',b'c',b'b',b'w',b'e',b'?',b's',b's',b'e',b'w',b'p',b'w',b't',b'e',b'w',b'c',b'w',b'e'
b'x',b'y',b'y',b'f',b'f',b'f',b'c',b'b',b'g',b'e',b'b',b'k',b'k',b'b',b'b',b'p',b'w',b'o',b'l',b'h',b'v',b'd',b'p'
b'f',b'f',b'g',b't',b'n',b'f',b'c',b'b',b'u',b't',b'b',b's',b's',b'p',b'p',b'p',b'w',b'o',b'p',b'n',b'v',b'd',b'e'
b'f',b'f',b'y',b'f',b'f',b'f',b'c',b'b',b'p',b'e',b'b',b'k',b'k',b'n',b'n',b'p',b'w',b'o',b'l',b'h',b'y',b'p',b'p'
b'f',b'y',b'g',b'f',b'f',b'f',b'c',b'b',b'h',b'e',b'b',b'k',b'k',b'p',b'p',b'p',b'w',b'o',b'l',b'h',b'y',b'g',b'p'
b'x',b's',b'g',b't',b'f',b'f',b'c',b'b',b'p',b't',b'b',b'f',b'f',b'w',b'w',b'p',b'w',b'o',b'p',b'h',b'v',b'g',b'p'
b'f',b'f',b'g',b'f',b'f',b'f',b'c',b'b',b'p',b'e',b'b',b'k',b'k',b'p',b'p',b'p',b'w',b'o',b'l',b'h',b'v',b'p',b'p'
b'x',b'f',b'y',b'f',b'f',b'f',b'c',b'b',b'h',b'e',b'b',b'k',b'k',b'p',b'b',b'p',b'w',b'o',b'l',b'h',b'y',b'd',b'p'
b'f',b'f',b'y',b'f',b'f',b'f',b'c',b'b',b'p',b'e',b'b',b'k',b'k',b'n',b'p',b'p',b'w',b'o',b'l',b'h',b'v',b'g',b'p'
b'x',b'y',b'n',b'f',b'f',b'f',b'c',b'n',b'b',b't',b'?',b'k',b'k',b'w',b'w',b'p',b'w',b'o',b'e',b'w',b'v',b'l',b'p'
b'f',b'f',b'g',b'f',b'f',b'f',b'c',b'b',b'h',b'e',b'b',b'k',b'k',b'b',b'n',b'p',b'w',b'o',b'l',b'h',b'v',b'p',b'p'
b'f',b'y',b'n',b't',b'n',b'f',b'c',b'b',b'e',b'e',b'?',b's',b's',b'w',b'w',b'p',b'w',b't',b'e',b'w',b'c',b'w',b'e'
b'f',b'y',b'e',b't',b'n',b'f',b'c',b'b',b'p',b't',b'b',b's',b's',b'g',b'p',b'p',b'w',b'o',b'p',b'k',b'v',b'd',b'e'
b'f',b'y',b'g',b'f',b'f',b'f',b'c',b'b',b'g',b'e',b'b',b'k',b'k',b'p',b'b',b'p',b'w',b'o',b'l',b'h',b'y',b'g',b'p'
b'x',b'y',b'y',b'f',b'f',b'f',b'c',b'b',b'h',b'e',b'b',b'k',b'k',b'p',b'p',b'p',b'w',b'o',b'l',b'h',b'v',b'p',b'p'
b'f',b'f',b'g',b'f',b'f',b'f',b'c',b'b',b'p',b'e',b'b',b'k',b'k',b'n',b'n',b'p',b'w',b'o',b'l',b'h',b'y',b'd',b'p'
b'f',b'f',b'e',b't',b'n',b'f',b'c',b'b',b'n',b't',b'b',b's',b's',b'p',b'w',b'p',b'w',b'o',b'p',b'n',b'v',b'd',b'e'
b'x',b'y',b'y',b'f',b'f',b'f',b'c',b'b',b'h',b'e',b'b',b'k',b'k',b'p',b'b',b'p',b'w',b'o',b'l',b'h',b'v',b'p',b'p'
b'f',b'f',b'y',b'f',b'f',b'f',b'c',b'b',b'p',b'e',b'b',b'k',b'k',b'b',b'b',b'p',b'w',b'o',b'l',b'h',b'y',b'p',b'p'
b'f',b'f',b'g',b'f',b'f',b'f',b'c',b'b',b'p',b'e',b'b',b'k',b'k',b'p',b'n',b'p',b'w',b'o',b'l',b'h',b'v',b'p',b'p'
b'f',b'y',b'y',b'f',b'f',b'f',b'c',b'b',b'g',b'e',b'b',b'k',b'k',b'n',b'b',b'p',b'w',b'o',b'l',b'h',b'y',b'd',b'p'
b'x',b'y',b'g',b'f',b'f',b'f',b'c',b'b',b'h',b'e',b'b',b'k',b'k',b'b',b'b',b'p',b'w',b'o',b'l',b'h',b'v',b'd',b'p'
b'b',b'y',b'w',b't',b'n',b'f',b'c',b'b',b'w',b'e',b'b',b's',b's',b'w',b'w',b'p',b'w',b't',b'p',b'r',b'v',b'm',b'p'
b'f',b'f',b'y',b'f',b'f',b'f',b'c',b'b',b'p',b'e',b'b',b'k',b'k',b'p',b'p',b'p',b'w',b'o',b'l',b'h',b'y',b'p',b'p'
b'x',b'y',b'n',b'f',b'f',b'f',b'c',b'n',b'b',b't',b'?',b'k',b's',b'p',b'w',b'p',b'w',b'o',b'e',b'w',b'v',b'd',b'p'
b'f',b'f',b'g',b'f',b'f',b'f',b'c',b'b',b'g',b'e',b'b',b'k',b'k',b'p',b'p',b'p',b'w',b'o',b'l',b'h',b'y',b'g',b'p'
b'x',b'y',b'y',b'f',b'f',b'f',b'c',b'b',b'g',b'e',b'b',b'k',b'k',b'n',b'n',b'p',b'w',b'o',b'l',b'h',b'v',b'g',b'p'
b'f',b'y',b'y',b'f',b'f',b'f',b'c',b'b',b'g',b'e',b'b',b'k',b'k',b'n',b'n',b'p',b'w',b'o',b'l',b'h',b'y',b'p',b'p'
b'f',b'y',b'p',b't',b'n',b'f',b'c',b'b',b'e',b'e',b'?',b's',b's',b'e',b'e',b'p',b'w',b't',b'e',b'w',b'c',b'w',b'e'
b'x',b's',b'w',b't',b'f',b'f',b'c',b'b',b'h',b't',b'b',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'h',b's',b'g',b'p'
b'f',b'y',b'g',b'f',b'f',b'f',b'c',b'b',b'h',b'e',b'b',b'k',b'k',b'n',b'p',b'p',b'w',b'o',b'l',b'h',b'y',b'g',b'p'
b'x',b'y',b'g',b'f',b'f',b'f',b'c',b'b',b'h',b'e',b'b',b'k',b'k',b'b',b'b',b'p',b'w',b'o',b'l',b'h',b'v',b'p',b'p'
b'x',b'f',b'y',b'f',b'f',b'f',b'c',b'b',b'p',b'e',b'b',b'k',b'k',b'n',b'p',b'p',b'w',b'o',b'l',b'h',b'v',b'g',b'p'
b'f',b's',b'b',b't',b'f',b'f',b'c',b'b',b'w',b't',b'b',b'f',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'h',b's',b'u',b'p'
b'x',b'f',b'g',b'f',b'c',b'f',b'c',b'n',b'g',b'e',b'b',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'k',b'v',b'd',b'p'
b'x',b'f',b'y',b'f',b'f',b'f',b'c',b'b',b'g',b'e',b'b',b'k',b'k',b'n',b'n',b'p',b'w',b'o',b'l',b'h',b'y',b'p',b'p'
b'f',b'y',b'g',b'f',b'f',b'f',b'c',b'b',b'p',b'e',b'b',b'k',b'k',b'b',b'p',b'p',b'w',b'o',b'l',b'h',b'y',b'g',b'p'
b'f',b'y',b'y',b'f',b'f',b'f',b'c',b'b',b'h',b'e',b'b',b'k',b'k',b'n',b'n',b'p',b'w',b'o',b'l',b'h',b'y',b'p',b'p'
b'x',b'y',b'r',b'f',b'n',b'f',b'c',b'n',b'p',b'e',b'?',b's',b'f',b'w',b'w',b'p',b'w',b'o',b'f',b'h',b'y',b'd',b'e'
b'f',b'y',b'w',b'f',b'n',b'f',b'c',b'n',b'h',b'e',b'?',b's',b'f',b'w',b'w',b'p',b'w',b'o',b'f',b'h',b'v',b'd',b'e'
b'x',b'f',b'y',b'f',b'f',b'f',b'c',b'b',b'h',b'e',b'b',b'k',b'k',b'n',b'b',b'p',b'w',b'o',b'l',b'h',b'v',b'd',b'p'
b'f',b'y',b'y',b'f',b'f',b'f',b'c',b'b',b'h',b'e',b'b',b'k',b'k',b'b',b'n',b'p',b'w',b'o',b'l',b'h',b'y',b'p',b'p'
b'f',b'y',b'y',b'f',b'f',b'f',b'c',b'b',b'p',b'e',b'b',b'k',b'k',b'n',b'p',b'p',b'w',b'o',b'l',b'h',b'y',b'g',b'p'
b'x',b'y',b'e',b'f',b'y',b'f',b'c',b'n',b'b',b't',b'?',b'k',b'k',b'p',b'w',b'p',b'w',b'o',b'e',b'w',b'v',b'p',b'p'
b'x',b'y',b'e',b'f',b'y',b'f',b'c',b'n',b'b',b't',b'?',b'k',b'k',b'p',b'w',b'p',b'w',b'o',b'e',b'w',b'v',b'l',b'p'
b'x',b'y',b'g',b'f',b'f',b'f',b'c',b'b',b'h',b'e',b'b',b'k',b'k',b'b',b'b',b'p',b'w',b'o',b'l',b'h',b'y',b'd',b'p'
b'x',b'y',b'y',b'f',b'f',b'f',b'c',b'b',b'g',b'e',b'b',b'k',b'k',b'n',b'b',b'p',b'w',b'o',b'l',b'h',b'v',b'g',b'p'
b'f',b'f',b'g',b'f',b'f',b'f',b'c',b'b',b'h',b'e',b'b',b'k',b'k',b'b',b'n',b'p',b'w',b'o',b'l',b'h',b'y',b'd',b'p'
b'x',b'y',b'g',b'f',b'f',b'f',b'c',b'b',b'g',b'e',b'b',b'k',b'k',b'n',b'b',b'p',b'w',b'o',b'l',b'h',b'y',b'g',b'p'
b'x',b'y',b'y',b'f',b'f',b'f',b'c',b'b',b'g',b'e',b'b',b'k',b'k',b'p',b'p',b'p',b'w',b'o',b'l',b'h',b'v',b'd',b'p'
b'f',b'f',b'y',b'f',b'f',b'f',b'c',b'b',b'h',b'e',b'b',b'k',b'k',b'n',b'b',b'p',b'w',b'o',b'l',b'h',b'y',b'p',b'p'
b'f',b's',b'e',b't',b'n',b'f',b'c',b'b',b'w',b'e',b'?',b's',b's',b'w',b'e',b'p',b'w',b't',b'e',b'w',b'c',b'w',b'e'
b'f',b'f',b'y',b'f',b'f',b'f',b'c',b'b',b'h',b'e',b'b',b'k',b'k',b'b',b'n',b'p',b'w',b'o',b'l',b'h',b'y',b'p',b'p'
b'x',b'y',b'y',b'f',b'f',b'f',b'c',b'b',b'h',b'e',b'b',b'k',b'k',b'p',b'p',b'p',b'w',b'o',b'l',b'h',b'y',b'p',b'p'
b'f',b's',b'g',b't',b'f',b'f',b'c',b'b',b'p',b't',b'b',b'f',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'h',b's',b'g',b'p'
b'f',b'f',b'y',b'f',b'f',b'f',b'c',b'b',b'p',b'e',b'b',b'k',b'k',b'b',b'p',b'p',b'w',b'o',b'l',b'h',b'v',b'g',b'p'
b'x',b'y',b'y',b'f',b'f',b'f',b'c',b'b',b'h',b'e',b'b',b'k',b'k',b'n',b'n',b'p',b'w',b'o',b'l',b'h',b'y',b'd',b'p'
b'x',b'f',b'y',b'f',b'f',b'f',b'c',b'b',b'p',b'e',b'b',b'k',b'k',b'n',b'b',b'p',b'w',b'o',b'l',b'h',b'y',b'p',b'p'
b'x',b's',b'g',b't',b'f',b'f',b'c',b'b',b'h',b't',b'b',b'f',b'f',b'w',b'w',b'p',b'w',b'o',b'p',b'h',b'v',b'u',b'p'
b'f',b'y',b'g',b'f',b'f',b'f',b'c',b'b',b'p',b'e',b'b',b'k',b'k',b'p',b'p',b'p',b'w',b'o',b'l',b'h',b'y',b'g',b'p'
b'f',b'f',b'g',b'f',b'f',b'f',b'c',b'b',b'h',b'e',b'b',b'k',b'k',b'p',b'n',b'p',b'w',b'o',b'l',b'h',b'v',b'g',b'p'
b'x',b's',b'w',b'f',b'c',b'f',b'c',b'n',b'n',b'e',b'b',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'k',b'v',b'd',b'p'
b'f',b'y',b'g',b'f',b'f',b'f',b'c',b'b',b'p',b'e',b'b',b'k',b'k',b'b',b'b',b'p',b'w',b'o',b'l',b'h',b'y',b'p',b'p'
b'f',b'y',b'e',b't',b'n',b'f',b'c',b'b',b'u',b't',b'b',b's',b's',b'p',b'w',b'p',b'w',b'o',b'p',b'n',b'y',b'd',b'e'
b'x',b'f',b'y',b'f',b'f',b'f',b'c',b'b',b'g',b'e',b'b',b'k',b'k',b'p',b'p',b'p',b'w',b'o',b'l',b'h',b'y',b'g',b'p'
b'x',b'y',b'y',b'f',b'f',b'f',b'c',b'b',b'p',b'e',b'b',b'k',b'k',b'n',b'p',b'p',b'w',b'o',b'l',b'h',b'y',b'p',b'p'
b'k',b's',b'b',b't',b'n',b'f',b'c',b'b',b'e',b'e',b'?',b's',b's',b'w',b'w',b'p',b'w',b't',b'e',b'w',b'c',b'w',b'e'
b'f',b'f',b'y',b'f',b'f',b'f',b'c',b'b',b'h',b'e',b'b',b'k',b'k',b'b',b'p',b'p',b'w',b'o',b'l',b'h',b'v',b'g',b'p'
b'f',b'f',b'y',b'f',b'f',b'f',b'c',b'b',b'g',b'e',b'b',b'k',b'k',b'p',b'p',b'p',b'w',b'o',b'l',b'h',b'v',b'd',b'p'
b'x',b'y',b'y',b'f',b'f',b'f',b'c',b'b',b'g',b'e',b'b',b'k',b'k',b'b',b'b',b'p',b'w',b'o',b'l',b'h',b'y',b'g',b'p'
b'x',b'f',b'n',b'f',b'n',b'f',b'w',b'n',b'w',b'e',b'b',b's',b'f',b'w',b'n',b'p',b'w',b'o',b'e',b'w',b'v',b'l',b'e'
b'x',b'y',b'e',b't',b'n',b'f',b'c',b'b',b'e',b'e',b'?',b's',b's',b'e',b'e',b'p',b'w',b't',b'e',b'w',b'c',b'w',b'e'
b'x',b'y',b'g',b'f',b'f',b'f',b'c',b'b',b'g',b'e',b'b',b'k',b'k',b'p',b'n',b'p',b'w',b'o',b'l',b'h',b'v',b'p',b'p'
b'x',b'f',b'y',b'f',b'f',b'f',b'c',b'b',b'g',b'e',b'b',b'k',b'k',b'p',b'b',b'p',b'w',b'o',b'l',b'h',b'v',b'g',b'p'
b'f',b's',b'g',b't',b'f',b'f',b'c',b'b',b'h',b't',b'b',b'f',b'f',b'w',b'w',b'p',b'w',b'o',b'p',b'h',b'v',b'g',b'p'
b'x',b'y',b'y',b'f',b'f',b'f',b'c',b'b',b'g',b'e',b'b',b'k',b'k',b'p',b'b',b'p',b'w',b'o',b'l',b'h',b'y',b'g',b'p'
b'f',b'y',b'g',b'f',b'f',b'f',b'c',b'b',b'p',b'e',b'b',b'k',b'k',b'b',b'n',b'p',b'w',b'o',b'l',b'h',b'v',b'p',b'p'
b'x',b'y',b'g',b'f',b'f',b'f',b'c',b'b',b'p',b'e',b'b',b'k',b'k',b'n',b'b',b'p',b'w',b'o',b'l',b'h',b'v',b'g',b'p'
b'x',b'y',b'n',b'f',b's',b'f',b'c',b'n',b'b',b't',b'?',b's',b'k',b'w',b'w',b'p',b'w',b'o',b'e',b'w',b'v',b'p',b'p'
b'k',b's',b'b',b't',b'n',b'f',b'c',b'b',b'w',b'e',b'?',b's',b's',b'e',b'w',b'p',b'w',b't',b'e',b'w',b'c',b'w',b'e'
b'f',b'f',b'y',b'f',b'f',b'f',b'c',b'b',b'g',b'e',b'b',b'k',b'k',b'b',b'p',b'p',b'w',b'o',b'l',b'h',b'y',b'd',b'p'
b'x',b'f',b'g',b'f',b'f',b'f',b'c',b'b',b'g',b'e',b'b',b'k',b'k',b'b',b'p',b'p',b'w',b'o',b'l',b'h',b'v',b'p',b'p'
b'f',b'y',b'g',b'f',b'f',b'f',b'c',b'b',b'h',b'e',b'b',b'k',b'k',b'b',b'b',b'p',b'w',b'o',b'l',b'h',b'y',b'p',b'p'
b'x',b'f',b'y',b'f',b'f',b'f',b'c',b'b',b'g',b'e',b'b',b'k',b'k',b'b',b'n',b'p',b'w',b'o',b'l',b'h',b'v',b'd',b'p'
b'f',b'y',b'y',b'f',b'f',b'f',b'c',b'b',b'h',b'e',b'b',b'k',b'k',b'n',b'n',b'p',b'w',b'o',b'l',b'h',b'v',b'g',b'p'
b'k',b's',b'p',b't',b'n',b'f',b'c',b'b',b'w',b'e',b'?',b's',b's',b'e',b'e',b'p',b'w',b't',b'e',b'w',b'c',b'w',b'e'
b'f',b'y',b'n',b'f',b'n',b'f',b'c',b'n',b'w',b'e',b'?',b'k',b'y',b'w',b'n',b'p',b'w',b'o',b'e',b'w',b'v',b'd',b'p'
b'x',b'y',b'g',b'f',b'f',b'f',b'c',b'b',b'g',b'e',b'b',b'k',b'k',b'n',b'n',b'p',b'w',b'o',b'l',b'h',b'y',b'd',b'p'
b'x',b'f',b'y',b'f',b'f',b'f',b'c',b'b',b'h',b'e',b'b',b'k',b'k',b'n',b'p',b'p',b'w',b'o',b'l',b'h',b'y',b'd',b'p'
b'x',b'y',b'g',b'f',b'f',b'f',b'c',b'b',b'h',b'e',b'b',b'k',b'k',b'n',b'b',b'p',b'w',b'o',b'l',b'h',b'v',b'p',b'p'
b'f',b's',b'b',b't',b'f',b'f',b'c',b'b',b'w',b't',b'b',b'f',b'f',b'w',b'w',b'p',b'w',b'o',b'p',b'h',b'v',b'u',b'p'
b'f',b's',b'b',b't',b'n',b'f',b'c',b'b',b'w',b'e',b'?',b's',b's',b'w',b'w',b'p',b'w',b't',b'e',b'w',b'c',b'w',b'e'
b'f',b's',b'w',b't',b'f',b'f',b'c',b'b',b'w',b't',b'b',b'f',b'f',b'w',b'w',b'p',b'w',b'o',b'p',b'h',b's',b'u',b'p'
b'f',b'y',b'g',b'f',b'f',b'f',b'c',b'b',b'g',b'e',b'b',b'k',b'k',b'b',b'n',b'p',b'w',b'o',b'l',b'h',b'y',b'p',b'p'
b'x',b'f',b'y',b'f',b'f',b'f',b'c',b'b',b'g',b'e',b'b',b'k',b'k',b'b',b'b',b'p',b'w',b'o',b'l',b'h',b'v',b'p',b'p'
b'f',b'y',b'g',b'f',b'f',b'f',b'c',b'b',b'h',b'e',b'b',b'k',b'k',b'n',b'n',b'p',b'w',b'o',b'l',b'h',b'v',b'p',b'p'
b'f',b'y',b'y',b'f',b'f',b'f',b'c',b'b',b'g',b'e',b'b',b'k',b'k',b'n',b'b',b'p',b'w',b'o',b'l',b'h',b'y',b'g',b'p'
b'f',b'f',b'y',b'f',b'f',b'f',b'c',b'b',b'p',b'e',b'b',b'k',b'k',b'n',b'n',b'p',b'w',b'o',b'l',b'h',b'v',b'd',b'p'
b'x',b's',b'b',b't',b'f',b'f',b'c',b'b',b'h',b't',b'b',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'h',b'v',b'u',b'p'
b'f',b'f',b'g',b'f',b'f',b'f',b'c',b'b',b'g',b'e',b'b',b'k',b'k',b'p',b'p',b'p',b'w',b'o',b'l',b'h',b'y',b'p',b'p'
b'x',b'y',b'g',b'f',b'f',b'f',b'c',b'b',b'h',b'e',b'b',b'k',b'k',b'p',b'n',b'p',b'w',b'o',b'l',b'h',b'y',b'd',b'p'
b'f',b'f',b'y',b'f',b'f',b'f',b'c',b'b',b'p',b'e',b'b',b'k',b'k',b'b',b'b',b'p',b'w',b'o',b'l',b'h',b'y',b'g',b'p'
b'f',b'y',b'y',b'f',b'f',b'f',b'c',b'b',b'h',b'e',b'b',b'k',b'k',b'p',b'p',b'p',b'w',b'o',b'l',b'h',b'y',b'd',b'p'
b'f',b's',b'g',b't',b'f',b'f',b'c',b'b',b'p',b't',b'b',b's',b'f',b'w',b'w',b'p',b'w',b'o',b'p',b'h',b's',b'u',b'p'
b'f',b's',b'b',b't',b'n',b'f',b'c',b'b',b'w',b'e',b'?',b's',b's',b'w',b'e',b'p',b'w',b't',b'e',b'w',b'c',b'w',b'e'
b'x',b's',b'p',b't',b'n',b'f',b'c',b'b',b'w',b'e',b'?',b's',b's',b'e',b'e',b'p',b'w',b't',b'e',b'w',b'c',b'w',b'e'
b'k',b's',b'n',b't',b'n',b'f',b'c',b'b',b'e',b'e',b'?',b's',b's',b'w',b'w',b'p',b'w',b't',b'e',b'w',b'c',b'w',b'e'
b'f',b'y',b'p',b't',b'n',b'f',b'c',b'b',b'g',b'e',b'b',b's',b's',b'w',b'w',b'p',b'w',b't',b'p',b'r',b'v',b'g',b'p'
b'f',b'y',b'g',b'f',b'f',b'f',b'c',b'b',b'p',b'e',b'b',b'k',b'k',b'p',b'p',b'p',b'w',b'o',b'l',b'h',b'v',b'p',b'p'
b'x',b'y',b'y',b'f',b'f',b'f',b'c',b'b',b'h',b'e',b'b',b'k',b'k',b'b',b'b',b'p',b'w',b'o',b'l',b'h',b'v',b'p',b'p'
b'f',b'f',b'g',b'f',b'f',b'f',b'c',b'b',b'g',b'e',b'b',b'k',b'k',b'b',b'p',b'p',b'w',b'o',b'l',b'h',b'v',b'g',b'p'
b'f',b'f',b'g',b'f',b'f',b'f',b'c',b'b',b'p',b'e',b'b',b'k',b'k',b'p',b'p',b'p',b'w',b'o',b'l',b'h',b'y',b'd',b'p'
b'x',b'f',b'y',b'f',b'f',b'f',b'c',b'b',b'p',b'e',b'b',b'k',b'k',b'b',b'n',b'p',b'w',b'o',b'l',b'h',b'y',b'p',b'p'
b'f',b'f',b'g',b'f',b'f',b'f',b'c',b'b',b'p',b'e',b'b',b'k',b'k',b'n',b'b',b'p',b'w',b'o',b'l',b'h',b'v',b'd',b'p'
b'f',b'y',b'g',b'f',b'f',b'f',b'c',b'b',b'h',b'e',b'b',b'k',b'k',b'b',b'p',b'p',b'w',b'o',b'l',b'h',b'y',b'd',b'p'
b'f',b'y',b'y',b'f',b'f',b'f',b'c',b'b',b'h',b'e',b'b',b'k',b'k',b'b',b'b',b'p',b'w',b'o',b'l',b'h',b'v',b'd',b'p'
b'f',b'f',b'y',b'f',b'f',b'f',b'c',b'b',b'p',b'e',b'b',b'k',b'k',b'b',b'b',b'p',b'w',b'o',b'l',b'h',b'v',b'g',b'p'
b'f',b'y',b'y',b'f',b'f',b'f',b'c',b'b',b'p',b'e',b'b',b'k',b'k',b'p',b'n',b'p',b'w',b'o',b'l',b'h',b'y',b'g',b'p'
b'x',b'y',b'y',b'f',b'f',b'f',b'c',b'b',b'p',b'e',b'b',b'k',b'k',b'p',b'b',b'p',b'w',b'o',b'l',b'h',b'v',b'd',b'p'
b'x',b'y',b'y',b'f',b'f',b'f',b'c',b'b',b'h',b'e',b'b',b'k',b'k',b'b',b'n',b'p',b'w',b'o',b'l',b'h',b'y',b'p',b'p'
b'f',b'y',b'g',b'f',b'f',b'f',b'c',b'b',b'g',b'e',b'b',b'k',b'k',b'p',b'n',b'p',b'w',b'o',b'l',b'h',b'v',b'g',b'p'
b'f',b'f',b'g',b'f',b'f',b'f',b'c',b'b',b'g',b'e',b'b',b'k',b'k',b'b',b'p',b'p',b'w',b'o',b'l',b'h',b'y',b'd',b'p'
b'x',b'y',b'y',b'f',b'f',b'f',b'c',b'b',b'g',b'e',b'b',b'k',b'k',b'n',b'p',b'p',b'w',b'o',b'l',b'h',b'v',b'p',b'p'
b'x',b'y',b'y',b'f',b'f',b'f',b'c',b'b',b'g',b'e',b'b',b'k',b'k',b'n',b'n',b'p',b'w',b'o',b'l',b'h',b'y',b'p',b'p'
b'f',b'y',b'u',b'f',b'n',b'f',b'c',b'n',b'w',b'e',b'?',b's',b'f',b'w',b'w',b'p',b'w',b'o',b'f',b'h',b'y',b'd',b'e'
b'f',b'f',b'g',b'f',b'f',b'f',b'c',b'b',b'g',b'e',b'b',b'k',b'k',b'b',b'b',b'p',b'w',b'o',b'l',b'h',b'v',b'g',b'p'
b'x',b'y',b'n',b'f',b'y',b'f',b'c',b'n',b'b',b't',b'?',b's',b's',b'w',b'p',b'p',b'w',b'o',b'e',b'w',b'v',b'l',b'p'
b'x',b'y',b'y',b'f',b'f',b'f',b'c',b'b',b'p',b'e',b'b',b'k',b'k',b'p',b'n',b'p',b'w',b'o',b'l',b'h',b'v',b'g',b'p'
b'x',b'y',b'y',b'f',b'f',b'f',b'c',b'b',b'p',b'e',b'b',b'k',b'k',b'n',b'n',b'p',b'w',b'o',b'l',b'h',b'y',b'p',b'p'
b'x',b'y',b'g',b'f',b'f',b'f',b'c',b'b',b'h',b'e',b'b',b'k',b'k',b'n',b'n',b'p',b'w',b'o',b'l',b'h',b'v',b'g',b'p'
b'f',b'f',b'y',b'f',b'f',b'f',b'c',b'b',b'g',b'e',b'b',b'k',b'k',b'b',b'b',b'p',b'w',b'o',b'l',b'h',b'v',b'd',b'p'
b'x',b'f',b'y',b'f',b'f',b'f',b'c',b'b',b'p',b'e',b'b',b'k',b'k',b'n',b'p',b'p',b'w',b'o',b'l',b'h',b'y',b'd',b'p'
b'x',b'y',b'g',b'f',b'f',b'f',b'c',b'b',b'h',b'e',b'b',b'k',b'k',b'n',b'p',b'p',b'w',b'o',b'l',b'h',b'v',b'p',b'p'
b'f',b's',b'b',b't',b'n',b'f',b'c',b'b',b'e',b'e',b'?',b's',b's',b'w',b'w',b'p',b'w',b't',b'e',b'w',b'c',b'w',b'e'
b'f',b'f',b'g',b'f',b'f',b'f',b'c',b'b',b'h',b'e',b'b',b'k',b'k',b'p',b'p',b'p',b'w',b'o',b'l',b'h',b'y',b'p',b'p'
b'f',b'y',b'y',b'f',b'f',b'f',b'c',b'b',b'h',b'e',b'b',b'k',b'k',b'n',b'p',b'p',b'w',b'o',b'l',b'h',b'v',b'd',b'p'
b'x',b's',b'n',b't',b'n',b'f',b'c',b'b',b'w',b'e',b'?',b's',b's',b'w',b'e',b'p',b'w',b't',b'e',b'w',b'c',b'w',b'e'
b'f',b'f',b'g',b'f',b'f',b'f',b'c',b'b',b'g',b'e',b'b',b'k',b'k',b'b',b'n',b'p',b'w',b'o',b'l',b'h',b'y',b'p',b'p'
b'x',b'y',b'g',b'f',b'f',b'f',b'c',b'b',b'g',b'e',b'b',b'k',b'k',b'p',b'b',b'p',b'w',b'o',b'l',b'h',b'v',b'd',b'p'
b'x',b'y',b'n',b'f',b'f',b'f',b'c',b'n',b'b',b't',b'?',b'k',b'k',b'p',b'p',b'p',b'w',b'o',b'e',b'w',b'v',b'p',b'p'
b'f',b'f',b'y',b'f',b'f',b'f',b'c',b'b',b'g',b'e',b'b',b'k',b'k',b'n',b'n',b'p',b'w',b'o',b'l',b'h',b'v',b'd',b'p'
b'x',b'y',b'n',b'f',b'n',b'f',b'c',b'n',b'w',b'e',b'?',b'k',b'y',b'w',b'n',b'p',b'w',b'o',b'e',b'w',b'v',b'd',b'p'
b'b',b's',b'b',b't',b'n',b'f',b'c',b'b',b'w',b'e',b'b',b's',b's',b'w',b'w',b'p',b'w',b't',b'p',b'r',b'v',b'g',b'p'
b'f',b'f',b'y',b'f',b'f',b'f',b'c',b'b',b'p',b'e',b'b',b'k',b'k',b'n',b'b',b'p',b'w',b'o',b'l',b'h',b'v',b'd',b'p'
b'f',b'y',b'g',b'f',b'f',b'f',b'c',b'b',b'h',b'e',b'b',b'k',b'k',b'n',b'b',b'p',b'w',b'o',b'l',b'h',b'y',b'd',b'p'
b'f',b'y',b'u',b'f',b'n',b'f',b'c',b'n',b'u',b'e',b'?',b's',b'f',b'w',b'w',b'p',b'w',b'o',b'f',b'h',b'y',b'd',b'e'
b'x',b'f',b'y',b'f',b'f',b'f',b'c',b'b',b'g',b'e',b'b',b'k',b'k',b'n',b'n',b'p',b'w',b'o',b'l',b'h',b'v',b'g',b'p'
b'f',b'y',b'y',b'f',b'f',b'f',b'c',b'b',b'g',b'e',b'b',b'k',b'k',b'b',b'p',b'p',b'w',b'o',b'l',b'h',b'y',b'g',b'p'
