REGRESSION,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7
0.002,-4.9,50,0.0058,0.015,0,0
-0.003,-7.4,40,0.0042,0.024,-0.2,0.01
0.001,-7.3,20,0.0028,0.03,0.2,-0.02
0.001,2.3,0,-0.0036,0.018,0.1,0
0.002,4.2,10,-0.0033,0.007,0,0
0.001,-0.4,20,0.0046,0.012,0,0
-0.001,-3.5,20,0.0012,0.025,-0.1,0
0.003,4.1,0,0.0004,0.001,0.2,0
-0.001,-2.3,10,0.0022,0.017,-0.2,0
-0.001,-6.2,-10,-0.0022,0.017,-0.1,0
-0.002,-6.4,-30,-0.0047,0.005,0,0
0.001,6.4,-30,0.0051,0.007,0.2,0
0.001,8.1,0,0.0036,0.024,0,0
0.002,6.2,10,-0.0013,0.027,-0.1,-0.01
-0.001,-2.8,20,-0.0078,0.012,-0.3,0
-0.002,-7.9,-10,-0.0029,-0.017,0,0
0.001,-2.5,-30,0.0047,-0.013,0.2,0
0.001,-1,-40,0.0061,-0.005,0,0
-0.001,0.1,-40,0.0061,0.011,0,0
-0.001,0.2,-30,-0.0082,-0.013,0,0
0.001,5.1,-20,0.0072,-0.02,0.1,0
0.001,6.1,0,0.0074,0.002,0,0
-0.001,-6.7,0,0.0023,0.033,-0.2,0
-0.002,-10,-40,0.0009,0.041,-0.1,0
-0.001,-6.9,-70,-0.0009,0.04,0.1,0
0.002,7.4,-70,-0.0021,0.029,0.2,0
0.001,9.1,-50,-0.0019,0.026,0,0.02
0.001,7.5,-20,-0.001,0.021,-0.1,0
-0.003,-2.7,-10,0.0007,0.022,-0.2,0
-0.001,-3.4,-10,0.0006,0.023,0,0
-0.001,0.6,10,-0.0043,0.013,-0.1,0
-0.001,0.1,10,-0.0047,0.004,0,0
0.001,4.3,20,0.003,-0.011,0.1,0
0.001,4.2,30,0.0052,-0.005,-0.1,0.01
-0.001,-3.9,30,0.0039,0.017,-0.4,0.01
-0.002,-8,20,0.002,0.021,-0.2,-0.01
-0.001,-9.2,0,0.0009,0.024,0.1,0
0.002,-5.2,-20,0.0019,0.028,0.1,0
-0.001,-4,-30,-0.0006,0.031,0,0
0.001,4.2,-30,-0.0027,-0.007,0.1,0
-0.001,5,-20,-0.0023,-0.01,0,0.01
0.003,6.6,0,0.0036,-0.008,0,0
-0.001,-2.9,20,0.0028,0.016,-0.2,0
-0.002,-5.4,10,0.0008,0.019,-0.1,-0.01
0.001,3.3,-10,0.0001,0.011,0.1,0
0.001,6.5,10,0.0003,0.012,0.1,0
0.001,5.2,30,-0.0001,0.013,-0.1,0
-0.002,-2.9,40,-0.0015,0.01,-0.4,0.01
-0.002,-4.7,10,-0.0005,0.015,-0.1,0
0.001,4.3,0,-0.0006,-0.001,0.1,0
0.001,5.1,10,0.0005,-0.001,0,0
-0.001,-5.5,20,0.0006,0.012,-0.1,0
-0.001,-6.3,10,-0.0006,0.012,0,-0.01
-0.001,-4.4,-10,-0.0029,0.006,0.1,0
0.002,6.4,0,0.0033,0.01,0.1,0
0.001,4.9,20,0.0035,0.021,-0.1,0
-0.002,-4.1,20,-0.0062,0.015,-0.1,0
-0.001,-4.3,20,-0.0072,0.004,0.1,-0.02
0.004,1.7,10,-0.0001,-0.017,0.1,0
-0.004,-5.5,10,0.0032,-0.009,-0.3,0
-0.001,-7.5,-20,0.0022,0.001,-0.1,0.01
0.001,3.3,-40,-0.0003,0.004,0.2,0
0.001,7.3,-20,-0.0007,0.002,0.1,0
0.002,7.5,10,-0.0009,-0.001,0,0
0.001,1.8,20,-0.0016,-0.011,0.1,0
-0.001,-5,0,-0.0061,-0.003,0.1,0
-0.003,-4.3,-20,0.0054,-0.01,-0.2,0
-0.005,-5.8,-30,0.0044,0.01,-0.1,0
-0.001,-2.4,-40,0.0011,0.015,0.3,-0.02
0.004,3.1,-40,-0.003,0.014,0.2,0
-0.001,4.5,-30,-0.0079,0.004,-0.1,0.01
0.001,4.3,-30,-0.0071,-0.012,0,0
0.001,-3.2,-20,0.0065,0.011,-0.1,0
-0.001,-4.9,-40,-0.0073,0.01,0,0
0.001,-3.7,-50,-0.011,-0.007,0.1,-0.01
-0.003,-2.3,-50,-0.001,-0.028,0,0
0.001,-0.1,-60,0.0073,-0.023,0.2,-0.01
-0.001,0.8,-50,0.0058,-0.004,0,0
-0.001,2.2,-50,-0.0072,-0.01,0.1,0
0.001,4.2,-40,-0.0044,-0.024,0.1,0
0.001,5.1,-30,0.0059,-0.022,0,0
0.001,3.1,-20,0.0094,-0.006,-0.2,0
-0.002,-0.8,-20,-0.0091,0.005,0,0
-0.001,0.7,-20,-0.0081,-0.01,0.2,0
0.001,4.3,-10,0.0029,-0.02,0,0
-0.001,1.3,0,0.0077,-0.006,-0.2,0
-0.001,-0.8,0,0.0064,0.006,-0.1,-0.01
-0.001,-2.1,-10,-0.0012,0.015,0,-0.01
0.002,-0.5,-10,-0.0074,0.005,0.1,0
-0.001,-3.7,-20,0.0023,0.015,-0.1,0
0.002,-3.6,-40,-0.0077,0.001,0.1,0
-0.002,-4.3,-50,-0.0035,-0.015,-0.1,0
-0.002,-4,-50,0.0023,-0.017,0,0
0.001,1.1,-60,0.0094,0.001,0.2,0
-0.002,4,-60,0.0067,0.015,0.2,0
0.002,-2.8,-10,0.0066,-0.024,-0.1,0
-0.001,-5.2,-10,0.0097,-0.006,0.1,0.02
-0.001,-3.9,-30,0.0034,0.014,0,0
0.003,-0.5,-40,-0.0062,0.009,0.1,0
-0.002,-0.5,-40,-0.0064,-0.004,-0.1,0.01
0.002,2.6,-30,0.0065,-0.007,0.2,-0.01
-0.001,2.1,0,-0.004,0.007,-0.1,0
-0.001,-0.9,-10,0.0058,-0.006,-0.1,0
-0.002,-1.8,-10,0.0068,0.015,0,0
0.001,3.2,-10,-0.003,0.026,0.2,0
-0.001,-2.5,30,-0.0029,-0.015,-0.4,0
-0.002,-7.3,20,-0.0007,-0.018,-0.3,0
-0.001,-5.7,-20,0.0091,0.014,0,0
-0.002,-4.7,-30,0.0049,0.029,0.1,0
0.003,0.9,-40,-0.0085,0.025,0.2,0.01
-0.002,1.2,-30,-0.0133,0.004,-0.1,0
-0.002,-1.1,-30,0.0036,-0.03,-0.1,0
-0.001,-1.6,-30,-0.0057,0.018,-0.2,0
-0.001,-3.6,-50,-0.0059,-0.009,0,0
-0.001,-1.7,-60,0.0033,-0.015,0,0
0.001,1.1,-60,0.0053,0.011,0,0
0.001,1.2,-50,-0.0079,0.007,0.1,0
0.001,1.3,-50,-0.007,-0.015,0,0.01
-0.004,-1.1,-50,0.0053,-0.017,-0.1,0
-0.002,2.2,-50,0.0138,0.012,0.2,0.01
0.005,10.6,-30,0.0016,0.039,0.3,0
-0.006,-4,20,-0.0031,-0.035,-0.3,0
-0.001,-2,-10,-0.007,0.01,-0.1,0
-0.002,-4.2,-20,0.0046,0.001,0,0
-0.001,-3.2,-30,0.0089,0.011,0.2,-0.02
0.003,3.4,-30,-0.0048,0.026,0.1,0
-0.005,-2,-20,0.0014,-0.007,-0.1,0
0.002,5.1,-20,0.0067,0.01,0.3,0
0.001,7.2,0,0.0015,0.024,0,0
0.001,4.5,20,-0.0055,0.015,-0.1,0
-0.001,2.2,30,-0.0087,0.004,-0.2,0.01
0.001,-3.6,20,0.0083,-0.022,0,0
-0.001,-5.3,10,0.0099,0.005,0,-0.01
-0.001,-5.2,0,0.0073,0.019,0,-0.01
0.001,-0.8,-20,-0.0086,0.019,0.2,0.01
0.001,1.7,-10,-0.0052,0,0.1,0
0.001,1.3,10,-0.0053,0.005,0,0
-0.001,0.9,30,-0.0076,-0.005,-0.1,0
-0.001,-3.8,20,0.0083,-0.004,-0.2,0
-0.001,-7,10,0.0061,0.013,-0.2,0
-0.003,-8.5,-10,0.0009,0.02,0,0
0.001,-5.3,-30,-0.0078,0.007,0.1,0
0.001,2.5,-40,0.0073,-0.006,0.1,0
0.001,2.5,-30,-0.0115,-0.011,0,0
-0.002,2.7,-20,-0.0096,-0.03,0.1,0.02
0.003,6.1,-10,0.004,-0.037,0.2,-0.01
0.001,6.5,10,0.0184,-0.004,-0.1,-0.01
0.001,5.2,10,0.0182,0.018,-0.1,0.01
-0.002,-0.3,20,-0.0094,0.041,-0.1,0
-0.001,-2.1,20,-0.0121,0.015,0,0
-0.002,-3.7,10,0.0077,0.011,-0.1,0
-0.003,-5.9,-20,0.0005,0.038,-0.1,0
0.001,6,-30,0.0004,-0.011,0.2,0
0.002,7.7,-20,0.0052,-0.006,0,0
-0.001,6.7,0,-0.003,0,-0.1,0.01
-0.001,5.2,10,-0.0082,-0.015,0,0
0.004,4.4,30,0.0013,-0.031,-0.1,0
-0.002,-4.7,30,0.0093,-0.014,-0.3,0
-0.001,-8.5,20,0.01,0.006,-0.2,-0.01
0.001,-10.7,0,0.0069,0.018,0,0.02
-0.001,-7.6,-30,-0.0031,0.024,0.1,0
0.001,-3,-40,-0.0082,0.009,0.2,0
0.001,2.9,-40,-0.0031,-0.011,0.2,0
0.003,5.9,-30,0.0038,-0.011,0.1,0
-0.002,2.2,-10,-0.0039,0.003,-0.1,0
0.001,-0.4,0,0.0082,-0.019,0,-0.01
-0.001,-1.8,-10,0.0095,-0.002,-0.1,0
-0.001,-2.7,-20,-0.0068,0.006,0,0
0.002,-2.4,-20,-0.0077,-0.003,0,-0.02
0.002,-0.7,-30,0.0079,-0.003,0,0
-0.001,-3.9,-40,0.0032,0.021,-0.1,0
-0.002,-5.6,-50,-0.0048,0.018,0,0
0.001,-4,-60,-0.0081,0.006,0.2,0.01
0.001,5.6,-60,0.0041,-0.007,0.3,0
-0.001,3.4,-30,-0.0039,0.022,-0.2,0.02
-0.001,1.3,-30,-0.0184,-0.003,0,0
0.001,2.8,-20,-0.0092,-0.034,0.2,0.01
0.001,2.6,-10,0.0119,-0.025,-0.2,-0.01
-0.002,-3.1,-10,0.0148,0.011,-0.2,0
-0.001,-7,-30,0.0065,0.044,-0.1,-0.01
-0.002,-7.6,-40,-0.0021,0.047,0,0
0.001,-1.3,-60,-0.0059,0.001,0.1,0
0.002,2.2,-60,0.0023,-0.004,0.3,-0.01
0.002,8.2,-20,0.0014,0.031,0,0
-0.002,3.1,10,-0.0099,0.015,-0.2,0
-0.001,-3.4,10,0.0078,0.013,-0.2,0
-0.002,-5.4,-10,0.0012,0.031,0,0
0.002,-1.4,-30,-0.0054,0.024,0.2,0
0.001,4.5,-10,-0.0013,0.015,0.1,0
-0.001,2.8,10,-0.0081,-0.004,-0.1,0
-0.001,-7.2,-70,-0.0032,-0.006,0.1,0
0.001,-2.5,-90,0.0038,-0.006,0.1,0
0.002,1.7,-90,0.0042,0.01,0.3,-0.01
0.001,7.2,-60,-0.0064,0.004,0.1,0
0.001,6.7,0,0.0011,-0.029,0,0
-0.005,-9.7,-10,0.0006,-0.011,-0.2,0
0.002,9.3,-10,-0.0029,-0.007,0.1,0
-0.002,-7.2,30,0.0007,0.007,-0.2,0
-0.001,-10.4,0,-0.0005,0.006,-0.1,0
-0.004,-10.6,-20,0.0012,0.006,0,0
0.002,-5.7,-40,0.0043,0.012,0.3,0
-0.001,-2.1,-50,-0.0012,0.02,0,0
-0.002,-0.7,-50,-0.0047,0.015,0.1,-0.01
0.001,6.6,-50,-0.0082,-0.004,0.3,0
0.005,9.4,20,0.0013,-0.032,0,0
-0.003,-4.6,30,0.0049,-0.018,-0.4,-0.01
-0.003,-11.4,-20,0.0049,0.01,-0.1,0
0.001,-9.1,-40,0.0021,0.018,0.3,0
-0.001,3.6,-60,-0.005,-0.01,0.2,0
0.001,6.1,-40,-0.0008,-0.022,0,0
-0.002,-0.2,-30,0.0034,-0.014,-0.2,0
-0.001,-2.1,-40,0.0011,0.007,0,0
-0.002,-2.2,-10,-0.0046,-0.007,-0.1,0
0.001,1.6,-30,0.006,-0.005,0.1,0
-0.001,2.6,-10,-0.0082,-0.004,0,0
0.001,4.2,0,-0.0063,-0.021,0.1,0
0.001,4.9,10,0.0001,-0.031,0,0
0.001,-0.5,30,0.0079,-0.005,-0.1,0
-0.003,-3.8,20,0.0063,0.01,-0.2,0
0.001,-4.1,10,0.0029,0.028,0,0
-0.001,-3.6,-10,-0.0041,0.024,0,0
-0.001,0.3,-20,-0.0061,0.005,0,0
-0.001,-4.4,-20,0.0021,0.006,-0.2,0
-0.001,-7.3,-30,-0.0003,0.007,-0.1,0
-0.002,-7.8,-40,-0.0016,0.005,0,-0.01
-0.001,-5.3,-60,-0.0028,-0.001,0.1,0
0.001,9.6,-40,0.0054,-0.005,0.1,0
0.001,11,-10,0.0063,0.011,0,0
0.002,10.3,0,0.006,0.02,-0.1,0
-0.002,-0.9,30,-0.0052,0.023,-0.2,0
-0.001,-5.4,10,-0.0037,0.001,-0.1,0
-0.001,-4.6,-10,0.001,-0.004,0,0
0.002,1.3,-10,0.0059,0.013,0.1,0
-0.001,0.5,0,-0.0057,0.02,0,0
-0.002,-6,10,0.0001,0.013,-0.3,0
-0.001,-8.1,-10,-0.0049,0.005,0,0
-0.001,-7.4,-30,-0.0024,-0.008,0.1,0
0.001,-1,-60,0.0041,-0.005,0.1,0
-0.003,-2,-60,0.0005,0.018,-0.1,0
-0.001,-1.8,-60,-0.0005,0.017,0.1,-0.02
0.002,5.8,-50,-0.0013,0.013,0.2,0
0.001,7.2,-20,-0.0016,0.003,0,0
-0.001,-3.8,10,0.001,0.015,-0.1,0
-0.001,-4.5,0,0,0.016,0,0
0.002,4.7,0,-0.0004,-0.004,0.1,0
-0.001,-2.9,10,-0.0002,-0.002,-0.1,0
-0.001,-4.2,-20,-0.0023,-0.014,0,0
-0.001,-2.7,-40,0.0041,-0.01,0,0
0.001,-1.3,-40,0.0053,-0.002,0.1,-0.01
0.002,3.6,-30,-0.0028,0.004,0.1,0
-0.001,3.5,-20,-0.004,-0.013,0,0
0.001,4.1,20,0.0035,-0.014,0,0
-0.001,-3.6,20,0.004,0.032,-0.1,0
0.001,-4.8,10,0.0015,0.037,0,0
-0.002,-5.7,0,-0.0019,0.037,0,0
0.001,4.2,-20,0.0003,-0.015,0.1,0
0.001,5.3,0,0.0043,-0.005,0,0
-0.001,4,20,0.0011,0.007,0,0
0.001,3.6,20,0.0005,0.008,0,0
-0.001,-3.7,30,-0.0012,0.005,-0.1,0
-0.001,-5.4,-10,-0.0005,-0.004,0,0
-0.001,-4.8,-10,-0.0165,0.004,0,0
0.003,-4.4,-20,0.0093,-0.012,0,0
-0.001,-6.5,-40,0.0063,0.016,0.1,0.02
-0.005,-5.4,-50,0.0003,0.02,0.1,0.01
-0.002,0.9,-60,-0.0102,0.006,0.3,0
0.009,7.3,-50,-0.0045,-0.011,0.4,0
-0.001,9.9,-30,0.0089,-0.005,-0.3,0
0.001,3.6,0,-0.0029,0,0,0
-0.002,-4.6,0,-0.0063,-0.011,-0.2,0
-0.006,-6.8,-20,0.0056,-0.018,-0.1,0
-0.001,-5.2,-30,0.0144,-0.002,0.4,0
0.001,0.1,-30,0.0072,0.031,0.1,0
0.001,3.2,-30,0.0053,0.048,0.1,-0.01
0.003,1.9,0,-0.0033,-0.02,0.2,0
0.001,4.2,10,0.0025,-0.018,0,0
-0.001,-2.4,10,-0.0001,-0.002,-0.1,-0.01
0.001,-2.5,10,-0.0031,-0.006,0,-0.01
0.001,-1.8,0,0.0058,-0.008,0,0
-0.002,-3.7,-10,-0.0015,0.002,-0.1,0
-0.006,-4.1,-30,-0.0038,-0.009,0,0
0.007,2.5,-30,0.0016,-0.015,0.3,0
0.002,5.6,-20,0.0051,-0.008,-0.1,0.01
0.001,2.6,-10,0.0015,0.008,0.2,0
0.002,4.5,-10,0.0008,0.009,0.1,0
-0.001,4,10,-0.0042,0.005,0,0
-0.003,-2.6,20,0.0009,-0.007,-0.2,0
-0.002,-4.7,-10,-0.0017,-0.01,0,0
0.001,-2.7,-20,0.0036,-0.008,0.1,0
0.002,1.8,-30,-0.0052,-0.006,0.2,0
0.001,3.6,-20,-0.0068,-0.015,0,0
-0.001,1.7,0,0.0072,-0.037,-0.1,0
-0.004,-1.2,0,0.0074,-0.007,-0.1,0
-0.002,-3,0,-0.0061,0.007,-0.1,0
-0.003,-4.3,-20,-0.0049,-0.014,0,0
0.001,0.5,-20,0.0089,-0.008,0.1,0
-0.005,-2.3,-10,0.005,0.021,-0.2,0
-0.001,-2.1,-20,0.0027,0.029,0.2,-0.01
0.003,1.7,-20,-0.0021,0.03,0.2,-0.01
-0.005,-2.1,0,0.0027,0.034,-0.4,0
0.003,2.5,-10,-0.0064,0.022,0.2,0
0.001,3.5,0,-0.0032,0.009,0,0.01
0.001,-2.4,0,0.0034,0.013,-0.2,0
0.002,-0.4,-10,-0.0073,0.006,0.1,0
0.001,1.3,0,0.006,-0.009,0,0
-0.003,-4,-10,0.0045,0.012,-0.2,0
0.005,4.3,-20,0.0039,0.026,0.2,0
-0.003,0.8,-10,-0.0023,0.032,-0.3,-0.01
-0.001,-0.4,-10,-0.0087,0.013,0,0
0.003,2.2,-10,-0.0034,-0.008,0.1,0
0.001,-1.2,-10,0.0044,0.012,0,0
0.001,2.9,-10,-0.0074,0.009,0.1,0
0.003,4.6,0,-0.0057,-0.011,0,0
-0.004,-4.4,10,-0.0006,-0.018,-0.2,0
-0.002,-1.6,-20,0.0102,0.004,0,-0.01
0.001,0.7,-20,0.0048,0.011,0,-0.01
0.001,1.3,-10,0.0051,-0.01,0,0
-0.003,-2.2,-10,0.0005,0,-0.2,0
0.003,3.6,10,0.0023,0.005,0.1,0
-0.002,-3.4,10,0.0062,0.037,-0.2,-0.01
-0.002,-5.5,0,0.0033,0.045,0,-0.01
0.001,1.2,-10,-0.0101,0.034,0.2,-0.01
-0.001,-2.5,0,0.0006,0.008,-0.1,0
-0.001,-3,-10,0.0026,0.01,0,0
-0.004,-1.2,-20,0.0003,0.016,-0.2,0
0.002,1.2,-20,-0.0067,0.001,0.1,0
-0.001,1.2,-20,-0.0086,-0.012,-0.1,0.02
-0.002,-2.4,-10,0.0018,-0.027,-0.1,0
0.002,1.4,-20,0.007,-0.007,0.1,0
0.001,-1,-20,0.003,0.014,0.2,-0.01
0.001,0.8,-20,-0.0096,0.005,0,0
0.002,-1,-20,0.0075,-0.007,-0.1,0
-0.001,-4.8,-20,0.0044,0.004,-0.4,0.01
-0.001,-5,-30,-0.0019,0.006,0,0.01
0.002,8.9,-10,-0.0072,-0.013,0,0
0.001,6.3,30,0.0038,-0.027,0,-0.01
0.002,-0.1,40,0.0014,-0.011,0.1,0
0.001,-5.1,40,0.0033,-0.002,-0.3,0.01
-0.003,-9.4,30,0.0002,0.001,-0.3,0
-0.001,-10.7,0,-0.0058,-0.006,0.1,0
-0.001,-8.7,-20,-0.0081,-0.016,0.2,0
0.002,0.7,-30,0.0057,-0.028,0.2,-0.01
0.001,2.9,-20,0.0055,-0.011,0,0
0.002,1.3,-20,0.0057,-0.02,0.1,0
0.002,1.9,-20,0.0042,-0.01,0,0
-0.003,-0.3,-20,0.005,0,-0.2,0
0.003,3.4,-20,-0.004,0.008,0.2,0
0.008,9.9,10,0.0036,0,0.3,0.01
-0.001,5.1,50,-0.0068,-0.012,-0.2,0
-0.003,-5.2,50,0.0104,-0.002,-0.2,0
0.004,-4.7,30,0.0022,0.02,0.2,-0.01
-0.001,-5.4,20,-0.0043,0.017,-0.1,0
-0.004,-8,0,-0.0057,0.007,-0.2,0
0.002,1.7,-30,-0.0043,-0.011,0.1,0
0.004,6,-10,0.0031,-0.017,0.1,0
-0.002,-3.5,0,0.0038,0.014,-0.3,0
-0.001,-6.5,-10,0.0004,0.018,-0.1,-0.01
-0.005,-7,-30,-0.0035,0.013,0,0
0.007,10.7,-20,0.0026,0.002,0.3,0
0.001,0.4,20,-0.0059,0.005,-0.2,0
-0.002,-7.1,0,0.0035,-0.005,-0.2,0
-0.002,-8.2,-20,0.0006,-0.002,0,-0.01
0.004,5.7,-30,0.0068,-0.007,0.2,0
-0.002,-0.1,-20,0.0018,0.017,-0.2,0
-0.002,-0.4,-20,0.0054,0.014,-0.1,0
0.002,4.7,0,-0.0071,0.008,0.1,0
-0.001,-0.9,20,0.0088,0.001,-0.2,0
-0.001,-2.6,20,0.0066,0.014,-0.1,-0.01
-0.004,-4.1,0,-0.007,0.012,-0.1,0.01
0.003,0.3,-10,0.0007,-0.012,0.2,0
-0.003,-4.2,-10,0.0079,0.009,-0.2,0
-0.001,-4.2,-20,0.0065,0.027,0.1,0.01
0.002,3.3,-20,0.0014,0.042,0.2,0
0.001,4.9,0,-0.0051,0.034,0,0
0.001,3.6,10,-0.0063,0.022,-0.1,0
-0.001,-1.5,10,-0.0014,0.004,0,-0.01
-0.002,-4.2,-10,-0.0019,0.021,-0.1,0
0.001,-1.9,-20,-0.0097,0.004,0.1,0
0.001,2.3,-20,0.0092,-0.007,0,0
0.001,-1.3,-10,-0.0099,-0.012,0,0.02
-0.001,-1.6,-20,-0.0045,-0.023,-0.1,0
0.001,-0.8,-20,0.0046,-0.023,0.1,0
-0.001,-0.6,-20,0.0079,-0.008,0,0
-0.001,0.5,-10,-0.0107,0.015,0,0
-0.001,0.1,-10,-0.0091,-0.009,0,0.01
0.002,2.6,-10,0.0002,-0.025,0.1,0
0.001,2.7,0,0.0061,-0.013,-0.1,0
-0.001,1.1,0,0.0066,-0.004,-0.2,0.01
-0.001,-0.8,0,0.0054,0.006,-0.1,-0.01
-0.002,-3.5,-10,-0.0055,0.01,-0.1,0
0.001,3.1,-10,0.0028,-0.004,0.2,0
0.002,7.5,10,0.0022,0.006,0.1,0
0.001,6,30,-0.0004,0.009,-0.1,0
0.001,2.9,40,-0.0066,0.002,-0.1,0.02
-0.005,-4.5,40,-0.0025,-0.02,-0.3,0
0.004,-2.4,20,0.0039,-0.019,0.3,-0.01
-0.004,-5.9,10,-0.0027,0.015,-0.2,0
0.001,-4.4,0,-0.0079,0.002,0.1,0
-0.002,-4.7,0,0.0023,0.004,-0.3,0
0.001,-12.1,-50,-0.0049,-0.006,-0.1,0
0.006,4,-80,0.0052,-0.019,0.6,-0.01
0.001,9.3,-50,0.0091,0.011,-0.1,0
-0.003,0.2,-20,-0.0097,0.006,-0.1,0
0.002,4.5,-20,0.0117,-0.008,0.3,0.01
0.005,9,0,0.0087,0.028,0,0.01
-0.001,0.8,20,-0.0037,0.036,-0.4,0
-0.001,-0.7,10,-0.0041,0.006,0.2,0
0.002,2.7,10,-0.0008,0.002,0.2,0
-0.001,-4.9,10,-0.0038,0.011,-0.1,0
-0.001,-5.9,0,-0.0062,0.004,0,-0.01
0.002,1.3,-10,0.0042,-0.008,0.1,0
-0.001,-0.1,-10,-0.0068,-0.012,0,0
0.001,1.4,-10,-0.0031,-0.025,0.2,-0.01
0.003,5.1,0,0.0078,-0.017,0.1,0
-0.001,4.5,10,0.0104,-0.004,-0.2,0.01
-0.003,-7.6,10,-0.0063,0.012,-0.4,0.01
-0.004,-11.7,-20,-0.0071,-0.008,0,0.01
0.001,0.5,-50,0.0084,-0.008,0.3,0
0.001,6.1,-50,0.0086,0.01,0.3,-0.01
0.006,11.9,-20,0.001,0.023,0.2,0
-0.001,8.4,10,-0.0068,0.015,-0.3,0
-0.004,-5.6,10,-0.0058,-0.02,-0.3,0.01
0.001,-3.5,-10,0.0003,-0.027,0.1,-0.02
0.002,3.5,-10,0.0118,-0.004,0.2,0
0.001,5.1,0,0.0131,0.019,0,0.01
0.001,3.5,10,0.0087,0.041,-0.1,0
-0.003,-2.5,10,-0.0069,0.046,-0.2,0
0.002,-0.1,0,-0.0015,0.011,0.2,0.01
-0.001,-3,0,0,0.024,-0.1,0
-0.001,-3.5,-30,-0.0031,0.002,0,0
0.002,5.4,-20,0.0006,-0.001,0.1,0
-0.001,-1.7,-10,-0.0038,-0.001,-0.1,0
0.001,1.3,-20,-0.0046,-0.034,0.1,0.01
0.001,2.1,-10,0.0055,-0.033,0,0
-0.003,0.7,-10,0.013,-0.014,-0.1,0
-0.002,-4.8,-10,-0.0066,0.021,-0.2,0
-0.001,-5.5,-40,-0.0031,0.001,0,0
0.002,2.8,-50,0.0068,-0.007,0.1,0
-0.002,-0.7,-40,-0.0039,0.001,-0.1,0
0.003,4.9,-30,0.0033,-0.008,0.2,0
-0.002,-1.1,-10,-0.0016,0.019,-0.2,0
-0.002,-5.3,30,-0.005,-0.011,-0.3,0
-0.002,-7.4,-10,-0.0004,-0.027,0,0
-0.005,-4.3,-40,0.0045,-0.01,0,0
0.005,4,-40,0.0008,0.003,0.2,0
-0.001,-1.7,-20,0.0037,-0.025,-0.1,0
-0.005,-2.7,-30,0.008,-0.008,0,0
0.001,0.8,-30,0.0072,0.019,0.1,0
-0.008,-0.9,-30,-0.0041,0.028,-0.3,0.01
0.006,3.4,-30,-0.0052,0.003,0.3,0
0.003,2.6,-10,0.0007,-0.006,0.1,0
-0.003,-4,-10,0.0002,-0.002,-0.1,0
-0.001,-4.7,-30,-0.0005,-0.003,0,0
-0.004,-3.3,-40,-0.0007,-0.005,0.1,0
0.005,4.3,-40,-0.0004,-0.007,0.3,0
-0.004,-1.4,0,0.0003,0,-0.2,0
-0.002,-1.8,-20,0.0012,-0.01,-0.1,0
-0.001,-1.1,-30,0.0057,0.012,0,0
-0.004,-1.3,-30,-0.0025,0.016,-0.2,0
0.001,-1.2,-30,-0.0057,0.003,0.1,0
0.004,6,-20,0.0051,-0.008,0.2,0
-0.003,-1.7,0,0.0042,0.026,-0.2,0
0.002,1,-20,-0.0046,-0.011,0,0
-0.004,-3.3,-20,-0.0002,-0.02,-0.2,0
0.001,-2.3,-30,0.0043,-0.016,0.1,0
0.001,2.8,-20,0.0042,0.014,0.1,0
-0.004,-3.2,-10,0.0019,-0.002,-0.1,0
0.003,2.8,-10,0.0033,0.012,0.2,0
-0.002,-2.8,-10,-0.0048,0.004,-0.1,0
-0.001,-2.3,-30,0.0025,0.013,0,0
0.001,5.8,-30,-0.0009,-0.005,0.2,0
0.004,8.2,-10,0.0021,-0.003,0,0
-0.003,-3.2,10,0.0034,0.012,-0.3,0
-0.006,-6,-10,-0.0006,0.017,0,0
0.004,3.5,-10,-0.0032,0.01,0.5,0
-0.004,-0.7,20,-0.0031,-0.012,-0.3,0
-0.003,-3.4,0,0.0062,0.01,0,0
0.003,1.7,-10,-0.0001,0.023,0.2,0
-0.001,-3.6,-10,-0.0041,0.003,-0.1,0
0.001,2,-40,-0.0047,0.002,0.1,0
0.001,1.4,-20,0.0058,0.013,0,0
-0.002,-3.4,-20,0.0015,0.006,-0.1,0
0.001,2.1,0,-0.0047,0.004,0,0
-0.002,-4.1,0,-0.0029,0.002,-0.1,0
0.001,3.6,-10,0.0032,-0.014,0.2,0
0.001,5,0,0.0051,-0.004,0,0
-0.001,-5,10,-0.0033,0.019,-0.1,0
-0.002,-5.8,-10,-0.0055,0.004,0,0
0.002,1.4,-20,-0.0018,-0.011,0.2,0
0.001,4.6,-10,0.0047,-0.007,0.1,0
-0.005,-5.7,10,0.0019,0.023,-0.5,0
-0.004,-9.3,-30,-0.0037,0.017,0,0
0.001,0.1,-50,-0.0048,0.004,0.4,0
0.002,4.2,-50,-0.0033,-0.002,0.3,-0.01
0.003,7.5,-30,0.0044,0,0.1,0
-0.004,-6.1,-10,-0.0003,0.034,-0.2,0
0.003,6.1,-30,0.002,0.035,0.2,0
-0.002,-2,0,-0.0058,0.013,-0.1,0
0.003,4.9,0,0.0002,-0.005,0.2,0
-0.002,-3.2,20,0.0003,0.003,-0.1,0
0.003,1.2,10,0.0022,0.01,0.1,0
-0.003,-5.8,10,-0.0031,0.009,-0.2,0
0.003,6.3,-10,0.0051,-0.007,0.1,0
-0.003,-4,0,0.0029,0.02,-0.2,0
0.002,-1.7,-30,-0.0065,0.005,0.1,0
