REGRESSION,Column 2,Column 3,Column 4
5.9,30,-20.57,-173.84
5.9,10,37.59,-17.41
6.4,24,-60.75,-25.6
6.2,33,-60.46,-24.91
6.1,44,-60.69,-25.41
5.8,7,1.16,120.89
6.1,0,49.89,78.9
6.1,10,44.1,-113.81
6,16,40.35,42.18
6,57,-9.1,119.09
5.8,89,-4,-79.4
6.3,4,19.5,-155.44
5.8,5,43.75,148.35
5.9,34,-7.49,130.59
6.2,39,0.48,-79.79
6.2,183,-7.47,128.2
5.8,19,-40.45,155.57
5.8,52,41.8,142.77
6.5,10,-6.85,72.04
5.8,33,-6.61,71.41
5.8,68,14.07,-91.95
6,18,-15.37,-173.03
6.1,34,-6.5,71.4
5.8,44,3.74,148.97
6.1,33,8.14,137.21
5.9,158,-7.63,127.34
5.9,103,-33.09,-70.15
5.9,63,-3.21,145.43
5.8,10,-2.38,145.06
6.2,592,-28.14,-63.15
5.9,599,-27.97,-62.9
5.9,42,-5.51,151.91
6.3,11,11.85,-13.51
6.2,209,36.42,70.75
6.4,386,33.62,136.8
6,0,45.4,151.31
6,43,-2.83,118.76
5.8,112,-3.88,-78.47
5.9,48,36.47,141.24
5.9,26,-3.92,-81.41
5.8,326,-23.68,-178.3
5.8,38,29.28,130.44
5.8,164,36.48,71.05
5.8,568,49.05,146.63
5.9,45,34.57,70.47
6.5,4,-9.96,160.5
5.8,192,36.47,70.86
5.9,164,-6.6,130.15
5.9,0,49.86,78.81
5.8,88,-17.32,-70.53
6.4,656,8.17,123.77
6.1,454,29.35,138.92
5.8,89,-38.27,177.22
6.4,15,40.35,63.36
5.9,41,49.16,155.31
5.9,0,49.87,78.97
5.8,15,17.38,-59.63
5.8,185,-18.95,168.89
6,33,-21.05,168.71
5.9,135,-15.88,-174.35
5.9,578,50.06,148.77
5.9,399,47.44,146.73
6.1,398,30.89,138.48
6,0,49.91,78.91
5.8,21,-6.79,71.48
5.8,10,-51.88,161.08
6.1,0,49.92,79.03
5.8,19,-10.83,164.23
6.1,171,-4.86,151.55
6.2,50,-30.68,-71.2
6,267,-15.83,-174.8
5.8,95,-15.66,-72.45
5.8,25,35.31,23.29
6,10,-58.47,-15.97
5.9,20,18.02,-69.3
5.8,46,16.82,-98.46
5.9,53,-6.1,154.44
5.8,537,-5.76,111.29
6.2,0,49.85,78.92
5.9,93,-56.44,-27.43
6,41,28.11,129.52
5.9,58,-6.55,154.98
5.8,26,1.35,126.4
5.8,0,50.33,-176.86
6.1,260,-0.07,122.52
6.2,45,32.39,131.96
5.9,49,27.47,128.58
6,27,-33.28,-179.28
6.1,15,-17.9,172.12
6,5,40.39,-126.8
6,18,35.78,137.49
6.5,20,34.01,141.64
5.8,41,16.8,147.17
5.8,10,34.02,141.66
5.8,107,13.84,145.38
6.3,21,-25.88,-175.9
5.8,10,-31.6,-110.85
6,26,15.05,-94.28
6.5,80,-15.75,-173.65
5.9,180,-24.05,-66.84
5.8,0,73.37,54.84
5.8,58,1.65,126.32
5.9,7,39.16,71.35
6.2,0,49.92,78.83
6,162,5.76,125.61
6,177,-17.15,-174.07
6.3,10,8.16,-38.77
5.8,0,55.18,163.57
6.1,10,-18.85,67.33
6.3,119,-22,170.91
6.2,42,0.22,98.05
6,422,-18.7,-178.04
6.4,218,5.13,125.17
5.8,10,-30.9,-13.53
5.8,647,-17.74,-178.05
5.8,33,-7.97,102.27
5.9,25,-14.32,171.29
5.9,114,-8.16,-76.12
5.9,0,49.95,79.03
6,10,20.33,-115.79
6.3,36,44.15,148.2
5.8,10,-1.39,-15.02
6.1,0,49.88,78.82
6,0,49.83,78.71
6.2,0,56.19,163.31
6,12,-36.67,177.64
6,25,10.21,-80.03
5.9,179,0.2,123.63
5.8,47,24.11,122.48
5.8,27,-3.66,141.74
5.9,3,-0.95,128.47
5.8,2,-7.49,130.18
5.8,41,-33.07,-68.58
5.8,123,32.55,131.19
5.8,10,-46.01,165.16
5.8,61,-17.54,-174.44
5.8,37,-20.54,-174
5.9,0,49.87,78.84
6,113,-10.25,161.11
5.8,56,27.49,128.48
5.9,44,-33.14,-71.84
5.8,33,-32.95,-71.6
5.8,33,-33.24,-71.78
5.8,77,-33.76,-71.19
5.8,36,55.2,161.95
5.8,12,66.22,-149.98
5.9,10,43.5,-127.62
6.1,20,16.98,-62.46
5.8,40,-32.68,-71.63
6,14,7.76,123.52
5.8,40,-33.15,-71.69
5.9,45,-6.61,105.4
5.8,48,-34.14,-72.1
5.8,138,44.38,146.71
6,165,40.32,140.38
5.8,46,-32.64,-71.67
5.8,475,28.27,139.55
5.8,14,-4.1,136.28
6.2,61,-34,-71.45
5.8,97,-35.63,179.01
6,88,-9.19,114.26
6.4,36,1.65,126.5
5.8,75,-5.16,130.45
6.3,181,15.32,120.63
5.9,0,49.88,78.96
6,10,-39.71,-75.7
5.9,613,-9.21,-71.22
5.8,0,-37.62,179.46
6.1,27,-5.59,151.07
5.9,30,-29.04,77.78
6,54,53.57,160.53
5.9,49,54.04,160.93
6.1,33,-15.3,-173.47
6,110,4.92,127.53
6.1,10,0.97,-28.44
6.1,0,49.85,78.87
5.8,17,30.29,132.72
6,0,49.84,78.69
6.4,46,-4.44,152.81
5.9,28,-17.23,167.83
5.8,45,-29.7,-177.78
6,0,49.92,78.8
5.8,17,-6.24,148.74
5.8,33,-60.3,-27
6.5,102,36.21,70.9
6,107,36.19,70.81
5.8,34,7.46,123.47
5.8,22,16.93,120.19
5.8,24,11.15,140.23
5.9,29,54.15,168.69
6,52,37.77,141.77
6.1,45,-9.16,-78.88
6.2,7,39.49,75.27
6.1,629,-21,-178.99
5.8,30,-15.35,-173.54
5.8,27,39.36,75.44
6,63,17.98,-97.16
6.4,29,18.54,-102.32
6.2,42,17.81,-101.69
6.4,16,-34.61,-178.57
6.2,33,-9.81,159.85
5.8,11,-22.08,-174.6
6.4,10,62.22,-124.27
6,104,-6.76,107.04
6.1,30,54.73,-159.65
6.1,103,-21.55,-176.39
5.8,10,40.32,69.82
5.8,25,37.65,136.9
5.8,254,46.29,146.27
5.9,14,-11.12,125.15
5.8,107,-31.37,-68.61
5.8,595,-7.08,124.28
6,13,36.74,54.81
6.1,20,-9.57,150.97
5.8,0,53.21,-166.92
6.2,49,-35.21,-179.32
5.8,17,7.73,137.02
5.8,52,27.94,140.61
5.9,10,-1.83,134.84
5.9,0,-21.86,-138.92
6,33,-14.03,166.22
6.2,43,-13.98,166.19
5.8,441,26.96,140.48
5.8,25,3.69,126.65
5.8,31,11.71,-85.86
6.1,44,-14.06,166.23
6.2,52,-13.98,166.51
5.9,51,-30.67,-178.03
6.2,6,62.19,-124.27
6,10,-35.1,54.26
5.9,25,-5.75,104.18
5.8,116,-5.53,150.69
5.8,33,-5.61,131.43
6,144,-21.37,170.31
5.8,13,51.54,-173.11
5.9,97,-10.16,161.01
5.8,527,27.87,139.51
6,51,36.43,140.98
5.8,41,24.02,122.23
