decile1b,decile3,lsat,ugpa,zfygpa,zgpa,fulltime,fam_inc,male,racetxt,tier,pass_bar
10.00,9.00,42.00,3.80,1.44,1.18,1.00,4.00,1.00,1,4,1
7.00,6.00,38.00,3.40,0.35,0.24,2.00,1.00,0.00,1,3,1
10.00,7.00,35.00,2.90,1.44,0.37,1.00,2.00,1.00,1,4,1
8.00,10.00,38.00,3.60,0.74,1.66,1.00,4.00,0.00,1,3,1
7.00,6.00,40.00,3.00,0.49,0.01,1.00,4.00,0.00,1,3,1
7.00,5.00,33.00,3.60,0.44,-0.14,1.00,3.00,1.00,1,3,1
1.00,3.00,36.00,3.00,-1.17,-0.70,1.00,5.00,1.00,1,3,1
7.00,6.00,42.00,3.70,0.44,0.01,1.00,4.00,1.00,1,4,1
5.00,5.00,45.00,3.20,-0.04,-0.16,1.00,5.00,0.00,1,4,1
2.00,3.00,36.00,2.90,-0.80,-0.57,1.00,4.00,1.00,1,3,1
4.00,2.00,40.00,3.30,-0.24,-1.28,1.00,4.00,1.00,1,3,1
7.00,8.00,28.00,3.60,0.61,0.58,1.00,3.00,0.00,1,1,1
4.00,6.00,35.00,3.50,-0.28,0.18,1.00,4.00,0.00,1,2,1
2.00,5.00,36.00,3.20,-0.70,-0.08,1.00,5.00,1.00,1,3,1
7.00,8.00,29.00,2.40,0.49,0.55,1.00,3.00,0.00,0,1,1
8.00,7.00,40.00,3.60,0.72,0.41,1.00,4.00,1.00,1,4,1
9.00,9.00,25.00,2.70,0.97,0.89,1.00,1.00,0.00,0,3,1
8.00,8.00,34.00,3.50,0.86,0.77,1.00,4.00,0.00,1,4,1
10.00,5.00,32.00,3.10,1.67,-0.14,1.00,4.00,1.00,1,3,1
4.00,3.00,38.00,3.40,-0.36,-0.67,1.00,4.00,0.00,1,6,1
5.00,5.00,36.00,3.30,0.01,-0.13,1.00,2.00,1.00,1,3,1
8.00,8.00,33.00,3.70,0.71,0.58,1.00,4.00,1.00,1,2,1
6.00,7.00,36.00,2.80,0.08,0.53,1.00,3.00,0.00,1,3,1
6.00,4.00,40.00,3.50,0.16,-0.48,1.00,2.00,1.00,1,4,1
4.00,4.00,40.00,2.90,-0.32,-0.52,1.00,4.00,1.00,1,5,1
8.00,9.00,39.00,3.30,0.72,1.27,1.00,2.00,1.00,1,3,1
6.00,4.00,41.00,2.40,0.28,-0.31,1.00,3.00,1.00,1,3,1
7.00,8.00,40.00,2.70,0.34,0.67,1.00,3.00,0.00,1,3,1
2.00,2.00,40.00,2.50,-0.93,-1.04,1.00,3.00,1.00,1,3,1
3.00,2.00,41.00,2.80,-0.64,-0.96,2.00,3.00,1.00,1,4,0
3.00,2.00,42.00,3.40,-0.50,-0.96,1.00,2.00,1.00,1,5,1
7.00,8.00,41.00,3.60,0.45,0.74,1.00,4.00,1.00,1,3,1
7.00,8.00,38.00,2.80,0.32,0.64,1.00,5.00,1.00,1,3,1
9.00,9.00,40.00,3.10,0.94,1.15,1.00,3.00,1.00,1,4,1
5.00,4.00,33.00,3.10,-0.06,-0.52,1.00,3.00,1.00,1,3,1
3.00,3.00,45.00,3.30,-0.46,-0.84,1.00,3.00,1.00,1,4,1
10.00,10.00,38.00,3.40,1.33,1.59,1.00,3.00,1.00,1,3,1
2.00,3.00,40.00,3.70,-1.06,-0.82,2.00,3.00,1.00,1,3,1
2.00,1.00,37.00,3.20,-0.82,-1.91,1.00,4.00,0.00,1,4,0
2.00,1.00,38.00,3.70,-1.02,-1.41,1.00,4.00,0.00,1,5,1
5.00,5.00,36.00,3.40,-0.07,-0.15,1.00,3.00,1.00,1,3,1
6.00,5.00,40.00,3.10,0.19,-0.11,1.00,3.00,0.00,1,4,1
7.00,7.00,39.00,3.50,0.31,0.42,1.00,4.00,0.00,1,3,1
10.00,10.00,41.00,3.20,1.81,1.68,1.00,4.00,0.00,1,4,1
8.00,8.00,35.50,3.70,0.79,0.69,1.00,2.00,1.00,1,4,1
10.00,10.00,39.00,3.40,1.33,1.38,1.00,4.00,0.00,1,4,1
1.00,2.00,31.00,3.40,-1.09,-1.17,1.00,3.00,0.00,1,2,1
8.00,7.00,42.00,3.20,0.78,0.47,1.00,5.00,0.00,1,6,1
7.00,4.00,36.00,3.40,0.42,-0.31,1.00,4.00,0.00,1,4,1
2.00,1.00,42.00,2.80,-0.89,-1.39,1.00,2.00,1.00,1,4,1
4.00,5.00,33.50,2.90,-0.24,-0.18,1.00,4.00,0.00,1,3,1
4.00,2.00,36.00,3.10,-0.23,-1.06,1.00,5.00,1.00,1,3,1
5.00,6.00,31.00,2.60,0.03,0.15,1.00,3.00,0.00,1,3,1
6.00,4.00,42.00,3.80,0.19,-0.38,1.00,5.00,1.00,1,5,1
2.00,1.00,27.00,2.90,-0.71,-2.06,2.00,3.00,0.00,0,3,0
5.00,8.00,44.00,3.70,0.00,0.77,1.00,4.00,0.00,1,5,1
2.00,2.00,30.00,3.20,-0.78,-1.04,1.00,3.00,0.00,1,5,1
10.00,10.00,46.00,3.80,1.55,1.39,1.00,3.00,1.00,1,6,1
2.00,1.00,33.00,3.60,-0.96,-1.45,1.00,4.00,0.00,1,3,0
7.00,8.00,33.00,3.70,0.55,0.56,1.00,4.00,0.00,1,3,1
2.00,3.00,38.00,3.50,-1.13,-0.81,1.00,4.00,0.00,1,5,1
10.00,10.00,39.00,3.40,2.14,2.08,1.00,4.00,1.00,1,4,1
7.00,6.00,37.00,3.30,0.45,0.06,1.00,4.00,1.00,1,3,1
1.00,1.00,25.00,3.40,-1.76,-1.62,1.00,4.00,1.00,1,2,1
4.00,3.00,37.00,3.30,-0.29,-0.64,1.00,3.00,0.00,1,3,1
6.00,4.00,41.00,3.60,0.12,-0.40,1.00,3.00,1.00,1,4,1
1.00,2.00,39.00,3.00,-1.52,-1.20,1.00,4.00,1.00,1,3,1
2.00,4.00,26.00,2.90,-1.03,-0.47,1.00,4.00,0.00,1,2,1
4.00,2.00,33.00,3.10,-0.36,-1.14,2.00,2.00,0.00,1,3,1
10.00,10.00,33.00,3.60,1.56,1.57,1.00,3.00,0.00,1,4,1
3.00,4.00,44.00,3.60,-0.55,-0.42,1.00,3.00,0.00,1,5,1
8.00,4.00,35.00,2.40,0.59,-0.39,1.00,3.00,1.00,1,2,0
9.00,7.00,37.00,3.20,0.87,0.35,1.00,4.00,1.00,1,3,1
10.00,9.00,24.30,2.70,1.57,1.26,1.00,2.00,0.00,1,3,1
6.00,4.00,35.50,3.00,0.08,-0.48,1.00,4.00,1.00,1,5,1
7.00,9.00,40.00,2.90,0.45,0.92,1.00,4.00,1.00,1,4,1
5.00,8.00,38.00,3.60,0.02,0.73,1.00,3.00,1.00,1,5,1
6.00,9.00,32.50,3.10,0.09,0.94,1.00,4.00,1.00,1,5,1
4.00,5.00,28.00,2.40,-0.36,-0.06,1.00,4.00,1.00,1,2,1
9.00,9.00,48.00,3.50,1.05,0.98,1.00,4.00,1.00,1,6,1
6.00,6.00,37.00,3.70,0.31,0.25,1.00,3.00,1.00,1,4,1
10.00,10.00,36.00,3.20,2.00,2.31,1.00,4.00,0.00,1,3,1
5.00,4.00,39.00,3.70,-0.18,-0.35,1.00,5.00,1.00,1,5,1
5.00,6.00,32.00,3.10,0.04,0.22,1.00,4.00,0.00,1,3,1
2.00,3.00,43.00,3.30,-1.06,-0.73,1.00,4.00,1.00,1,6,1
9.00,9.00,35.00,2.90,1.25,0.98,1.00,3.00,0.00,1,3,1
7.00,3.00,46.00,2.90,0.39,-0.76,1.00,3.00,0.00,1,4,0
10.00,10.00,42.00,3.60,1.63,1.88,1.00,4.00,0.00,1,3,1
8.00,8.00,40.00,3.40,0.88,0.84,1.00,3.00,0.00,1,4,1
3.00,2.00,29.00,2.30,-0.43,-1.18,1.00,3.00,1.00,0,4,1
9.00,10.00,44.00,2.90,0.92,1.62,1.00,3.00,1.00,1,3,1
2.00,4.00,32.00,2.50,-1.05,-0.52,1.00,3.00,0.00,0,3,0
9.00,9.00,40.00,3.20,1.05,1.20,1.00,5.00,0.00,1,3,1
9.00,8.00,43.00,3.60,0.92,0.79,1.00,2.00,1.00,1,4,1
9.00,9.00,45.00,2.80,1.03,1.08,1.00,4.00,1.00,1,4,1
9.00,9.00,35.00,3.00,1.22,0.95,1.00,4.00,1.00,1,3,1
10.00,10.00,44.00,3.00,1.47,1.54,1.00,5.00,1.00,1,3,1
10.00,1.00,42.00,3.90,2.39,-6.44,1.00,4.00,1.00,1,5,1
5.00,4.00,35.00,2.70,-0.02,-0.46,1.00,4.00,0.00,1,3,1
7.00,6.00,42.00,3.30,0.44,0.29,1.00,2.00,0.00,1,4,1
4.00,6.00,37.00,3.60,-0.21,0.23,1.00,3.00,0.00,1,4,1
5.00,6.00,41.00,3.80,-0.08,0.07,1.00,4.00,1.00,1,4,1
1.00,4.00,36.00,3.20,-1.56,-0.29,1.00,3.00,1.00,1,3,1
9.00,9.00,39.50,3.40,1.13,1.15,1.00,4.00,0.00,1,3,1
6.00,5.00,37.00,3.00,0.14,-0.07,1.00,3.00,1.00,1,3,1
9.00,9.00,44.00,3.70,1.02,1.03,1.00,4.00,0.00,1,4,1
2.00,3.00,32.00,2.50,-0.78,-0.80,1.00,3.00,1.00,1,4,1
8.00,9.00,41.00,4.00,0.85,1.14,1.00,4.00,0.00,1,4,1
10.00,10.00,39.00,3.60,1.30,1.32,1.00,4.00,1.00,1,3,1
9.00,9.00,39.00,3.50,0.95,1.02,1.00,4.00,1.00,1,4,1
3.00,2.00,40.00,2.70,-0.64,-0.90,1.00,5.00,1.00,1,3,1
9.00,10.00,41.00,3.80,1.27,1.60,1.00,1.00,0.00,1,4,1
6.00,7.00,35.00,3.00,0.10,0.21,1.00,4.00,1.00,1,2,1
1.00,2.00,41.00,3.20,-1.52,-1.05,1.00,3.00,1.00,1,3,1
7.00,9.00,32.00,3.00,0.50,1.25,2.00,1.00,1.00,1,5,1
6.00,6.00,32.00,3.40,0.13,0.20,1.00,4.00,0.00,1,4,1
8.00,7.00,36.00,2.80,0.71,0.48,1.00,4.00,1.00,1,5,1
8.00,6.00,45.00,3.90,0.66,0.09,1.00,4.00,0.00,1,5,1
2.00,6.00,34.50,3.30,-0.82,0.15,1.00,4.00,0.00,1,3,1
10.00,10.00,40.00,2.90,1.51,1.77,1.00,4.00,1.00,1,3,1
7.00,2.00,29.70,2.50,0.35,-0.93,2.00,4.00,1.00,1,5,1
4.00,3.00,45.00,4.00,-0.19,-0.51,1.00,4.00,1.00,1,6,1
9.00,9.00,39.00,3.30,1.16,1.25,1.00,4.00,0.00,1,3,1
7.00,6.00,40.00,3.40,0.54,0.24,1.00,4.00,0.00,1,3,1
5.00,6.00,42.00,3.70,0.04,0.10,1.00,3.00,0.00,1,5,1
2.00,6.00,38.00,3.70,-1.03,0.04,1.00,3.00,0.00,1,4,1
4.00,3.00,39.00,2.50,-0.23,-0.55,2.00,4.00,1.00,1,5,1
6.00,6.00,37.00,3.70,0.14,0.18,1.00,4.00,0.00,1,5,1
6.00,5.00,34.00,2.50,0.12,-0.14,1.00,4.00,1.00,1,5,1
4.00,5.00,36.00,3.10,-0.41,-0.10,1.00,3.00,1.00,1,3,1
9.00,9.00,38.00,3.10,1.12,1.03,1.00,4.00,0.00,1,3,1
3.00,4.00,36.00,3.00,-0.54,-0.51,1.00,4.00,1.00,1,3,1
8.00,9.00,38.00,3.60,0.90,1.12,1.00,3.00,1.00,1,4,1
1.00,2.00,26.50,3.00,-1.30,-1.28,1.00,4.00,0.00,0,4,1
10.00,10.00,37.00,3.60,2.05,2.17,1.00,5.00,0.00,1,3,1
10.00,10.00,40.00,3.40,1.68,1.80,1.00,4.00,0.00,1,6,1
7.00,8.00,44.00,3.30,0.42,0.83,1.00,3.00,0.00,1,6,1
8.00,8.00,28.00,2.80,0.67,0.58,1.00,5.00,0.00,1,2,1
9.00,10.00,45.00,3.60,1.04,1.43,1.00,4.00,1.00,1,4,1
4.00,3.00,31.00,3.70,-0.37,-0.63,1.00,4.00,1.00,1,4,1
3.00,5.00,33.00,2.70,-0.51,-0.27,1.00,4.00,1.00,1,2,1
2.00,3.00,29.00,2.50,-0.75,-0.78,1.00,4.00,0.00,1,3,0
9.00,7.00,48.00,3.80,1.21,0.46,1.00,4.00,1.00,1,5,1
6.00,6.00,44.00,3.60,0.35,0.10,1.00,4.00,1.00,1,6,1
1.00,1.00,31.00,3.50,-2.35,-2.05,1.00,3.00,0.00,0,6,1
4.00,3.00,28.00,3.10,-0.34,-0.66,1.00,3.00,0.00,0,2,1
7.00,8.00,40.00,2.90,0.51,0.62,1.00,3.00,0.00,1,3,1
2.00,4.00,39.00,3.20,-0.84,-0.34,1.00,4.00,1.00,1,4,1
9.00,8.00,40.00,1.90,1.05,0.56,1.00,4.00,1.00,1,2,1
9.00,9.00,35.00,3.50,1.08,1.12,1.00,3.00,0.00,1,3,1
1.00,4.00,31.00,3.30,-1.31,-0.48,2.00,3.00,1.00,1,5,1
10.00,9.00,48.00,3.30,1.69,1.24,1.00,2.00,1.00,1,6,1
2.00,3.00,35.00,3.40,-1.07,-0.76,2.00,4.00,0.00,1,5,1
8.00,5.00,34.50,3.10,0.80,-0.08,1.00,3.00,1.00,1,2,1
8.00,6.00,37.00,3.40,0.81,0.26,1.00,3.00,1.00,1,4,1
8.00,8.00,48.00,3.30,0.70,0.70,1.00,4.00,1.00,1,3,1
7.00,7.00,36.00,3.10,0.47,0.53,1.00,4.00,1.00,1,3,1
8.00,8.00,36.00,3.40,0.71,0.66,1.00,3.00,1.00,1,3,1
9.00,8.00,40.00,3.40,1.01,0.64,1.00,4.00,0.00,1,3,1
2.00,1.00,30.00,2.30,-0.95,-1.38,1.00,1.00,0.00,0,5,0
4.00,3.00,31.00,3.20,-0.31,-0.76,1.00,3.00,0.00,1,2,0
2.00,1.00,33.00,2.90,-0.96,-1.49,1.00,5.00,1.00,1,2,1
3.00,2.00,36.00,3.00,-0.54,-1.02,1.00,3.00,1.00,1,4,1
6.00,4.00,39.00,3.70,0.13,-0.30,1.00,3.00,1.00,1,4,0
10.00,9.00,40.00,3.30,1.31,1.20,2.00,4.00,1.00,1,5,1
1.00,1.00,37.00,3.00,-1.15,-1.86,1.00,4.00,1.00,1,4,1
3.00,3.00,41.00,2.60,-0.69,-0.73,1.00,3.00,1.00,1,3,1
2.00,4.00,34.00,3.30,-1.03,-0.53,1.00,2.00,0.00,1,4,1
1.00,2.00,38.00,3.60,-1.26,-1.09,1.00,2.00,1.00,1,3,1
10.00,10.00,35.00,3.30,1.34,1.46,1.00,4.00,1.00,1,3,1
10.00,10.00,48.00,3.60,2.76,3.12,1.00,3.00,1.00,1,5,1
1.00,2.00,38.00,2.10,-1.30,-1.08,1.00,3.00,1.00,1,3,1
3.00,5.00,35.00,3.10,-0.52,-0.05,1.00,2.00,1.00,1,3,1
10.00,10.00,47.00,3.40,1.92,1.46,1.00,2.00,1.00,1,5,1
2.00,1.00,33.00,2.70,-1.10,-1.58,1.00,5.00,0.00,1,6,1
4.00,4.00,37.00,3.80,-0.31,-0.48,1.00,4.00,0.00,1,6,1
10.00,10.00,43.00,3.20,1.68,1.90,1.00,4.00,0.00,1,5,1
7.00,6.00,38.00,3.90,0.46,0.11,1.00,4.00,0.00,1,4,1
9.00,7.00,23.00,2.80,1.00,0.48,1.00,3.00,1.00,0,1,1
4.00,4.00,44.00,3.00,-0.27,-0.50,1.00,5.00,0.00,1,3,1
8.00,10.00,41.00,3.50,0.83,1.38,1.00,4.00,0.00,1,3,1
8.00,7.00,37.00,3.00,0.76,0.25,2.00,4.00,0.00,1,2,0
8.00,9.00,29.00,2.80,0.81,1.37,1.00,2.00,0.00,0,1,1
7.00,6.00,32.00,3.70,0.38,0.26,1.00,3.00,0.00,1,4,1
5.00,5.00,34.00,3.50,0.05,-0.05,1.00,3.00,1.00,1,3,1
10.00,10.00,48.00,3.80,1.76,1.94,1.00,4.00,1.00,1,5,1
9.00,9.00,33.00,3.40,0.91,1.20,1.00,4.00,0.00,1,2,1
1.00,3.00,28.00,3.60,-1.59,-0.60,1.00,5.00,0.00,1,3,1
1.00,1.00,29.00,3.00,-1.13,-1.75,1.00,4.00,0.00,1,3,1
10.00,10.00,36.00,4.00,2.12,2.52,1.00,4.00,0.00,1,2,1
4.00,3.00,36.00,3.20,-0.42,-0.57,1.00,4.00,1.00,1,3,0
1.00,2.00,35.00,2.80,-1.79,-0.89,2.00,4.00,1.00,1,5,0
5.00,7.00,37.00,3.80,-0.02,0.27,1.00,4.00,1.00,1,5,1
8.00,8.00,31.00,2.90,0.59,0.73,1.00,5.00,0.00,1,2,1
10.00,10.00,42.00,3.10,2.08,2.12,1.00,4.00,1.00,1,3,1
7.00,6.00,40.00,3.50,0.54,0.08,1.00,3.00,1.00,1,3,1
2.00,1.00,37.50,3.00,-0.95,-1.51,2.00,3.00,1.00,1,5,0
7.00,4.00,28.00,3.70,0.38,-0.49,1.00,4.00,0.00,1,5,0
2.00,1.00,21.00,2.90,-0.84,-1.51,1.00,3.00,0.00,0,1,0
8.00,6.00,44.00,3.30,0.71,0.25,1.00,2.00,0.00,1,4,1
5.00,6.00,40.00,3.00,-0.02,0.23,1.00,3.00,1.00,1,5,1
4.00,4.00,35.00,3.70,-0.37,-0.27,1.00,3.00,1.00,1,4,1
1.00,1.00,32.00,2.90,-1.58,-1.66,2.00,3.00,1.00,0,3,1
8.00,9.00,42.00,3.90,0.78,1.09,1.00,4.00,1.00,1,3,1
8.00,8.00,41.00,2.60,0.72,0.84,1.00,2.00,0.00,1,3,1
6.00,3.00,32.50,3.60,0.24,-0.64,1.00,4.00,1.00,1,3,1
5.00,6.00,41.00,3.50,-0.17,0.05,1.00,2.00,0.00,1,3,1
2.00,3.00,36.00,3.10,-0.81,-0.63,1.00,4.00,0.00,1,2,1
8.00,9.00,44.00,3.00,0.75,0.91,1.00,5.00,1.00,1,3,1
4.00,5.00,37.00,3.40,-0.34,-0.07,1.00,3.00,1.00,1,4,1
1.00,1.00,41.00,3.80,-1.36,-1.48,1.00,4.00,1.00,1,6,1
10.00,8.00,39.00,3.40,1.77,0.74,1.00,4.00,1.00,1,3,1
7.00,6.00,33.00,3.50,0.32,0.23,1.00,4.00,0.00,1,3,1
10.00,10.00,45.00,3.90,1.58,1.86,1.00,4.00,0.00,1,5,1
6.00,8.00,40.00,3.00,0.27,0.69,1.00,3.00,0.00,1,4,1
4.00,4.00,42.00,3.60,-0.19,-0.49,1.00,4.00,1.00,1,4,1
8.00,9.00,37.00,3.30,0.78,1.26,1.00,4.00,1.00,1,3,1
3.00,4.00,35.00,2.80,-0.65,-0.35,1.00,3.00,1.00,1,3,1
4.00,5.00,35.00,3.70,-0.25,-0.28,1.00,3.00,0.00,1,3,1
1.00,1.00,33.50,2.60,-1.45,-1.67,1.00,3.00,1.00,1,3,0
8.00,8.00,43.00,3.00,0.83,0.62,1.00,2.00,1.00,1,3,1
1.00,1.00,39.00,3.50,-1.43,-1.46,1.00,3.00,1.00,1,4,1
4.00,4.00,43.00,3.20,-0.22,-0.51,1.00,4.00,0.00,1,5,1
10.00,10.00,39.00,2.90,2.03,2.17,1.00,4.00,1.00,1,3,1
6.00,9.00,38.00,3.50,0.13,1.15,2.00,3.00,0.00,1,2,1
8.00,7.00,35.00,3.50,0.70,0.55,1.00,3.00,1.00,1,4,1
2.00,2.00,37.00,3.50,-0.70,-0.91,1.00,2.00,1.00,1,3,1
10.00,10.00,40.00,3.90,2.21,2.38,1.00,4.00,0.00,1,6,1
4.00,3.00,31.00,3.20,-0.20,-0.63,2.00,3.00,1.00,1,3,0
5.00,6.00,43.00,2.40,-0.04,0.28,1.00,3.00,1.00,1,4,1
5.00,4.00,36.00,2.90,-0.06,-0.41,1.00,4.00,0.00,1,5,1
7.00,7.00,40.00,3.10,0.39,0.43,1.00,4.00,0.00,1,3,1
9.00,9.00,46.00,3.80,0.89,1.13,1.00,3.00,1.00,1,5,1
8.00,5.00,43.00,3.70,0.80,-0.05,1.00,3.00,1.00,1,5,1
7.00,8.00,45.00,3.60,0.55,0.59,1.00,4.00,1.00,1,4,1
1.00,1.00,28.00,2.90,-1.25,-1.65,1.00,3.00,0.00,0,3,0
7.00,6.00,43.00,3.50,0.61,0.07,1.00,5.00,1.00,1,4,1
3.00,4.00,46.00,3.20,-0.72,-0.30,1.00,4.00,1.00,1,5,1
2.00,1.00,27.50,2.90,-0.96,-1.62,1.00,3.00,0.00,0,4,1
7.00,3.00,33.00,3.20,0.35,-0.73,1.00,4.00,0.00,1,3,1
9.00,8.00,37.00,3.60,0.90,0.68,1.00,3.00,1.00,1,3,1
10.00,10.00,47.00,3.20,2.07,2.87,1.00,4.00,1.00,1,6,1
10.00,10.00,28.00,3.10,2.23,2.18,1.00,3.00,0.00,0,1,1
4.00,5.00,40.00,2.90,-0.26,-0.10,1.00,4.00,1.00,1,4,1
2.00,2.00,30.50,3.30,-0.83,-1.09,1.00,3.00,0.00,1,2,0
6.00,7.00,46.00,3.30,0.20,0.43,1.00,3.00,0.00,1,4,1
2.00,5.00,43.00,3.80,-1.10,-0.20,1.00,4.00,0.00,1,5,1
7.00,7.00,40.00,3.60,0.61,0.46,1.00,3.00,1.00,1,4,1
4.00,3.00,42.00,3.80,-0.22,-0.79,1.00,3.00,0.00,1,2,1
4.00,2.00,35.00,3.90,-0.36,-1.13,1.00,2.00,1.00,1,2,1
6.00,7.00,43.00,3.30,0.21,0.45,1.00,5.00,1.00,1,4,1
2.00,3.00,40.00,3.00,-0.82,-0.73,1.00,3.00,0.00,0,3,1
4.00,5.00,42.00,3.60,-0.22,-0.20,1.00,4.00,0.00,1,6,1
6.00,6.00,33.00,3.20,0.27,0.23,1.00,4.00,1.00,1,3,1
8.00,9.00,28.00,3.20,0.74,0.92,1.00,4.00,1.00,1,2,1
6.00,6.00,43.00,3.30,0.19,0.04,1.00,4.00,1.00,1,5,1
10.00,9.00,36.00,4.00,1.88,1.13,1.00,4.00,0.00,1,4,1
6.00,6.00,36.00,3.50,0.20,0.04,1.00,3.00,0.00,1,5,1
7.00,5.00,38.00,3.50,0.46,-0.18,2.00,3.00,0.00,1,4,1
1.00,1.00,29.00,3.00,-1.59,-1.49,1.00,5.00,0.00,1,3,0
1.00,1.00,36.00,2.40,-1.25,-1.65,1.00,5.00,0.00,1,3,1
8.00,5.00,34.00,3.00,0.60,-0.14,1.00,4.00,0.00,1,3,1
8.00,7.00,41.00,3.60,0.75,0.52,1.00,2.00,0.00,1,4,1
2.00,4.00,40.00,3.90,-1.08,-0.39,1.00,4.00,0.00,1,5,1
8.00,9.00,37.50,3.00,0.81,0.91,1.00,3.00,0.00,1,3,1
3.00,3.00,35.00,2.20,-0.65,-0.83,1.00,3.00,1.00,1,2,0
8.00,6.00,47.00,3.70,0.64,0.19,1.00,3.00,1.00,1,4,1
8.00,9.00,42.00,3.00,0.72,1.19,1.00,4.00,1.00,1,4,1
1.00,2.00,31.50,3.00,-1.50,-1.09,1.00,2.00,0.00,1,2,1
7.00,8.00,33.00,4.00,0.58,0.72,1.00,3.00,0.00,1,4,1
1.00,1.00,33.00,2.40,-1.56,-2.25,1.00,2.00,1.00,0,3,0
7.00,8.00,35.00,2.70,0.39,0.71,1.00,3.00,1.00,1,5,1
10.00,10.00,44.00,3.60,1.53,1.64,1.00,5.00,0.00,1,5,1
9.00,8.00,41.00,3.20,0.92,0.87,1.00,4.00,0.00,1,4,1
9.00,6.00,31.00,3.40,0.97,0.02,2.00,3.00,0.00,1,2,1
10.00,10.00,39.00,3.00,2.32,2.68,2.00,4.00,0.00,1,3,1
9.00,9.00,41.00,3.20,1.04,1.20,1.00,3.00,0.00,1,5,1
7.00,7.00,35.00,3.00,0.35,0.31,1.00,3.00,1.00,1,2,1
7.00,6.00,36.00,3.10,0.51,0.01,1.00,4.00,1.00,1,3,1
7.00,6.00,38.00,3.60,0.35,0.09,1.00,3.00,0.00,1,3,1
3.00,4.00,34.00,3.10,-0.60,-0.45,1.00,3.00,1.00,1,3,1
4.00,6.00,43.00,3.30,-0.34,0.13,1.00,4.00,1.00,1,4,1
8.00,9.00,41.00,3.50,0.81,0.95,1.00,3.00,0.00,1,4,1
10.00,4.00,32.50,2.60,1.29,-0.37,1.00,3.00,0.00,1,5,1
10.00,4.00,46.00,2.20,2.72,-0.36,1.00,4.00,1.00,1,6,1
7.00,8.00,39.00,3.40,0.56,0.56,1.00,3.00,0.00,1,4,1
9.00,8.00,36.00,3.20,1.08,0.70,1.00,2.00,0.00,1,4,1
10.00,10.00,42.00,3.30,1.59,1.67,1.00,5.00,1.00,1,4,1
10.00,8.00,39.00,3.80,1.40,0.59,1.00,3.00,1.00,1,4,1
8.00,7.00,37.00,2.80,0.59,0.35,1.00,3.00,1.00,1,3,1
10.00,10.00,30.50,3.30,1.76,2.18,1.00,3.00,0.00,1,2,1
4.00,3.00,40.00,3.30,-0.24,-0.58,1.00,4.00,1.00,1,3,1
3.00,2.00,35.00,3.00,-0.61,-1.01,1.00,3.00,1.00,1,3,1
7.00,8.00,36.00,1.80,0.41,0.80,2.00,3.00,1.00,0,3,1
3.00,5.00,37.00,2.60,-0.57,-0.17,1.00,2.00,0.00,1,3,1
8.00,6.00,38.00,3.70,0.57,0.07,1.00,3.00,0.00,1,5,1
3.00,3.00,43.00,3.40,-0.61,-0.68,1.00,5.00,1.00,1,6,1
2.00,2.00,30.00,3.00,-0.79,-1.06,1.00,3.00,1.00,1,2,1
3.00,2.00,41.00,3.00,-0.73,-0.92,1.00,3.00,0.00,1,5,0
7.00,8.00,35.00,3.40,0.53,0.59,1.00,3.00,1.00,1,4,1
2.00,4.00,39.00,2.90,-0.84,-0.48,1.00,4.00,0.00,1,3,1
5.00,5.00,41.00,3.30,0.05,-0.16,1.00,3.00,1.00,1,3,1
5.00,6.00,47.00,3.40,-0.09,0.26,1.00,1.00,0.00,1,6,1
7.00,6.00,47.00,3.60,0.37,0.10,1.00,3.00,1.00,1,6,1
2.00,4.00,35.00,3.60,-0.73,-0.39,2.00,3.00,1.00,1,3,1
3.00,2.00,38.50,3.00,-0.73,-0.99,1.00,5.00,0.00,1,4,1
4.00,7.00,36.00,3.00,-0.18,0.28,2.00,4.00,0.00,1,3,1
10.00,10.00,42.00,3.50,2.22,2.41,1.00,4.00,1.00,1,5,1
3.00,4.00,29.00,3.30,-0.44,-0.31,1.00,4.00,0.00,1,3,1
3.00,3.00,37.00,3.10,-0.67,-0.57,1.00,3.00,1.00,1,4,1
8.00,6.00,36.00,3.10,0.74,0.17,1.00,4.00,1.00,1,5,1
10.00,10.00,37.50,3.70,2.06,1.83,1.00,4.00,0.00,1,4,1
5.00,6.00,38.00,3.20,-0.07,0.01,1.00,3.00,0.00,1,3,1
4.00,4.00,28.50,3.20,-0.34,-0.48,1.00,4.00,0.00,1,3,1
4.00,6.00,37.00,2.80,-0.32,0.19,1.00,4.00,1.00,1,3,1
6.00,7.00,36.00,3.40,0.25,0.42,1.00,3.00,0.00,1,4,1
1.00,1.00,30.50,2.90,-1.39,-1.50,1.00,4.00,1.00,1,5,1
8.00,9.00,38.00,3.40,0.84,1.08,1.00,4.00,1.00,1,3,1
6.00,7.00,41.00,3.40,0.24,0.40,2.00,3.00,0.00,1,4,1
9.00,9.00,39.00,3.70,1.19,0.94,1.00,2.00,1.00,1,4,1
9.00,7.00,30.00,3.10,0.97,0.37,1.00,1.00,1.00,0,5,1
7.00,6.00,33.00,2.50,0.56,0.21,2.00,3.00,1.00,0,3,1
4.00,5.00,40.00,3.30,-0.21,-0.11,1.00,5.00,1.00,1,3,1
9.00,9.00,42.00,3.30,1.18,1.00,1.00,4.00,1.00,1,6,1
9.00,9.00,46.00,3.50,1.30,0.90,1.00,3.00,1.00,1,4,1
