REGRESSION,Column 2,Column 3,Column 4,Column 5,Column 6
0.0002,-0.0094,0.0063,0.023,0.043,-0.00077
-0.0012,0.0102,-0.0003,0.014,-0.002,0.00047
0.0001,0.0057,0.0043,0.017,0.027,-0.00046
0.0009,-0.01,0.0025,0.018,0.022,-0.00058
-0.0007,0.0086,0.0011,0.007,-0.006,0.00033
-0.0001,0.0068,0.001,0.004,0.013,-0.00025
-0.0001,-0.0055,0.0031,0.004,0.016,-0.00048
0.0011,-0.0127,0.0056,0.01,0.001,-0.0004
-0.0005,0.0113,0.003,0.013,-0.017,0.00041
-0.0002,0.0115,0.0032,0.016,0.01,-0.00019
-0.0001,0.0047,0.0022,0.016,0.029,-0.00033
0.0001,-0.0057,0.0013,0.013,0.027,-0.00035
-0.0006,0.0067,0.0027,0.007,0.012,0.00023
-0.0001,-0.0015,0.0042,0.009,0.027,-0.00035
0.0002,-0.008,0.0041,0.012,0.02,-0.00047
0.0001,0.0047,0.0038,0.019,-0.012,0.00018
-0.0001,0.0073,0.0023,0.018,0.001,0
-0.0004,-0.001,0.0057,0.006,0.027,-8.0E-05
-0.0002,-0.008,0.0063,0.014,0.012,-0.00015
0.0006,-0.0112,-0.0018,0.018,-0.008,-1.0E-05
-0.0002,0.0075,0.0002,0.007,-0.023,0.00045
0.0003,-0.0115,0.0031,0.031,0.002,-1.0E-05
0.0002,-0.0046,-0.0009,0.037,-0.034,0.00024
-0.0004,0.0092,0,0.029,-0.023,0.00022
0.0005,-0.0081,0.0006,0.015,0.006,-0.00025
0.0003,-0.0088,0.0023,0.015,-0.012,8.0E-05
-0.0003,0.0058,0.0024,0.02,-0.023,0.00013
0.0001,-0.002,0.0022,0.019,-0.011,6.0E-05
-0.0005,0.0077,0.0044,0.014,0.001,0.00012
0.0004,-0.007,0.0033,0.028,0.005,-0.00012
-0.0005,0.0094,-0.0023,0.018,0.001,0.00019
-0.0003,0.0026,-0.0015,0.007,0.028,-0.00026
0.0006,-0.0053,-0.0002,0.005,0.026,-0.00042
0.0003,-0.0074,0.0036,0.012,-0.014,6.0E-05
-0.0004,0.004,0.004,0.016,-0.025,0.00026
0.0001,0.0025,0.0046,0.027,-0.01,-0.0001
-0.0003,0.0017,0.0017,0.029,-0.007,-3.0E-05
0.0009,-0.0049,-0.0017,0.025,-0.012,-0.0002
-0.0001,0.0092,-0.003,0.007,-0.011,0.00038
-0.0004,0.0127,-0.001,0.005,0.005,0.00012
-0.0002,0.0084,0.0016,0.006,0.03,-0.00035
0.0001,-0.0005,0.0019,0.008,0.039,-0.00046
0.0006,-0.0094,0.0033,0.013,0.026,-0.0003
-0.0004,0.0075,0.0016,0.013,-0.007,0.00035
-0.0003,0.009,0.0015,0.014,0.016,-5.0E-05
0.0001,-0.0045,0.0022,0.02,0.029,-0.00025
-0.0001,0.0057,-0.0017,0.014,0.007,0.00021
0.0001,0.006,0.0001,0.01,0.017,-0.0002
0.0004,-0.0039,0,0.015,0.005,-7.0E-05
-0.0001,0.004,0.0015,0.015,0.002,0.00024
0.0001,0.0058,0.0018,0.016,0.01,6.0E-05
-0.0003,0.0072,-0.0006,0.013,0.019,9.0E-05
-0.0002,0.0047,0.0004,0.012,0.031,-0.00028
0.0007,-0.0074,0.0021,0.015,0.028,-0.0005
-0.0006,0.0055,-0.003,0.011,-0.006,0.00031
0.0005,-0.0063,0.0008,0.008,0.002,-0.00034
0.0001,-0.007,0.0001,0.006,-0.012,0.00015
-0.0001,0.0073,0.0008,0.004,-0.011,0.00029
-0.0004,0.0103,0.0026,0.007,0.001,0.00017
0.0006,-0.0089,0.0015,0.018,0.01,-0.0003
-0.0003,0.0051,-0.0028,0.01,-0.015,0.00041
-0.0003,0.0086,0.0007,0.008,0.01,2.0E-05
0.0001,0.0039,0.0013,0.009,0.026,-0.0003
-0.0002,0.0006,-0.0008,0.007,0.029,-0.00021
0.0004,-0.0077,-0.0002,0.004,0.019,-0.00027
0.0001,0.0061,0.0006,0.015,-0.015,0.00016
-0.0004,0.0099,-0.0012,0.01,-0.001,0.0002
0.0004,-0.006,0.0023,0.012,0.021,-0.00074
0.0002,-0.0136,0.0037,0.017,-0.001,-0.00021
0.0002,-0.0084,0.0028,0.021,-0.031,0.00038
-0.0003,0.011,-0.0023,0.016,-0.027,0.00049
-0.0005,0.0146,-0.0019,0.011,0.018,-2.0E-05
0.0009,-0.0099,0.0013,0.012,0.037,-0.00067
-0.0002,0.0041,0.0015,0.008,0.019,-6.0E-05
0.0003,-0.0066,0.0001,0.005,0.004,-7.0E-05
-0.0005,0.0044,0.0017,0.005,-0.008,0.00023
0.0001,-0.0043,0.003,0.01,-0.002,-0.00039
0.0007,-0.0099,0.0013,0.01,-0.015,-0.0002
-0.0005,0.006,0.0013,0.009,-0.031,0.00055
-0.0003,0.0064,0.0015,0.011,0.013,-0.00013
0.0008,-0.0068,0.0013,0.013,0.015,-0.00049
-0.0004,0.0056,0.0003,0.008,0.01,0.00016
0.0002,-0.0077,0.0012,0.01,0.002,-8.0E-05
0.0002,-0.0062,0.0018,0.011,-0.012,0.00013
-0.0001,0.0057,0.0004,0.007,-0.015,0.00028
-0.0003,0.007,0.0019,0.011,0.013,-3.0E-05
0.0001,-0.0081,0.0009,0.016,0.014,-0.00032
0.0003,-0.0118,-0.001,0.013,-0.001,-0.00022
-0.0004,0.005,-0.0001,0.005,-0.025,0.00048
-0.0003,0.0035,-0.0001,0.007,0.011,8.0E-05
0.0001,-0.0053,-0.0011,0.006,0.006,-8.0E-05
0.0004,-0.0022,0.0014,0.004,-0.011,-1.0E-05
-0.0001,0.0038,0.0039,0.009,-0.011,0.0003
-0.0002,0.0003,0.0003,0.012,0.01,-0.00015
0.0004,-0.0039,0.0007,0.012,0.007,-0.00026
0.0002,-0.003,0.0004,0.005,-0.011,-6.0E-05
-0.0004,0.0076,0.0025,0.008,-0.002,0.00021
-0.0004,0.0051,0.0024,0.011,0.013,-0.0002
0.0008,-0.0092,0.0011,0.014,0.009,-0.00055
-0.0003,0.0104,0.0028,0.01,-0.006,0.0002
0.0001,0.0099,0.0038,0.015,0.01,-0.00013
-0.0002,0.0082,0.0009,0.016,0.023,-0.00012
0.0005,-0.0084,-0.0018,0.014,0.027,-0.00041
-0.0003,0.0059,-0.0005,0.002,0.003,0.00035
-0.0001,0.0087,-0.0003,0,0.016,7.0E-05
-0.0002,0.0067,0.0019,0.002,0.033,-0.00015
0.0003,-0.0072,0.0029,0.013,0.007,-0.00026
-0.0002,0.01,0.0008,0.015,-0.007,0.00023
-0.0002,0.0107,-0.0005,0.012,0.01,-2.0E-05
-0.0003,0.0022,0.0008,0.012,0.028,-0.00035
0.0006,-0.0076,0.0059,0.011,0.024,-0.00064
0.0004,-0.0086,-0.0025,0.014,-0.01,0.00017
-0.0003,0.0047,-0.0005,0.008,-0.018,0.00043
-0.0004,0.0092,-0.0008,0.004,-0.001,9.0E-05
0.0001,-0.0053,0.0025,0.008,0.003,-5.0E-05
0.0003,-0.0048,0.0034,0.015,-0.012,5.0E-05
-0.0006,0.0092,0,0.014,-0.005,0.00032
-0.0001,0.0052,0,0.014,0.016,-0.00032
0.0001,-0.0033,0.0058,0.015,0.011,-0.00026
-0.0002,0.0069,-0.0005,0.005,0.019,2.0E-05
-0.0001,0.0047,0.0018,0.007,0.031,-0.0002
0.0001,-0.0055,0.0008,0.009,0.027,-0.00018
0.0001,-0.0054,0.0004,0.015,-0.003,-2.0E-05
0.0002,-0.0048,0.0006,0.014,-0.011,7.0E-05
-0.0002,0.0039,-0.0001,0.01,-0.014,0.0003
-0.0002,0.0067,0.0003,0.007,0.012,0
0.0003,-0.0084,0.0018,0.012,0.005,-0.00016
-0.0004,0.0099,0.0001,0.01,-0.004,0.00022
0.0003,-0.0056,0,0.01,0.015,-0.00026
0.0001,-0.0029,0.0004,0.007,-0.011,0.00012
-0.0003,0.0042,0.0012,0.006,-0.007,0.00012
0.0001,-0.0041,0.0032,0.013,-0.002,-0.00033
0.0001,-0.0067,0.0004,0.013,-0.014,0.0001
-0.0002,0.004,0.0002,0.01,-0.021,0.00023
0.0004,-0.0043,0.0009,0.008,-0.012,-0.00012
-0.0004,0.0075,0.0031,0.003,-0.009,0.00024
-0.0003,0.0027,0.0039,0.012,0.01,-0.00027
0.0004,-0.0079,0.0011,0.016,0.004,-0.00037
0.0004,-0.0051,0.0002,0.011,-0.028,-5.0E-05
-0.0002,0.0074,0,0.006,-0.027,0.00032
-0.0002,0.0101,0.0004,0.004,-0.004,2.0E-05
-0.0003,0.0067,0.0015,0.005,0.012,-0.00027
0.0006,-0.0094,-0.0001,0.009,0.007,-0.00035
-0.0002,0.0086,0.0011,0.002,0.016,1.0E-05
-0.0001,0.006,0.0016,0.003,0.029,-0.00019
0.0002,-0.0072,0.0018,0.009,0.024,-0.00017
-0.0002,0.0039,0.0001,0.008,-0.011,0.00024
-0.0005,0.0009,0.0015,0.012,0.009,3.0E-05
0.0005,-0.0078,0.0007,0.015,0.003,-0.00045
0.0001,-0.0085,0.0013,0.016,-0.011,0.00015
-0.0002,0.0054,-0.0007,0.006,-0.021,0.00023
0.0003,-0.0043,0.0033,0.006,0.014,-0.00031
-0.0002,0.0085,0,0.008,0.012,0.00018
-0.0001,0.0051,0.0005,0.008,0.034,-0.00019
0.0003,-0.0093,-0.0029,0.012,0.025,-0.00025
-0.0001,-0.0016,0.002,0.015,-0.009,4.0E-05
-0.0002,0.0067,0.0027,0.011,0.004,0.0001
0.0002,-0.005,0.0001,0.017,0.022,-9.0E-05
-0.0002,0.0053,0.0006,0.007,0.014,7.0E-05
-0.0001,-0.0003,0.001,0.01,0.031,-0.00012
0.0001,-0.0049,0.0013,0.012,0.022,-0.00012
-0.0002,0.0041,-0.0004,0.012,0.011,1.0E-05
0.0001,-0.0045,0.0006,0.002,0.003,-2.0E-05
-0.0001,0.0034,0.0017,0.008,-0.006,9.0E-05
-0.0002,0.0012,0.0006,-0.002,0.01,-4.0E-05
0.0002,-0.0046,0.0025,0.002,0.004,-0.00015
0.0001,-0.0032,0.0009,0.005,-0.011,9.0E-05
-0.0001,0.0036,0.0021,0.013,-0.01,9.0E-05
-0.0001,0.002,0.0001,0.016,0.01,0
0.0003,-0.0052,0.0007,0.011,0.008,-0.00016
-0.0001,0.0046,0.002,0.007,-0.003,9.0E-05
0.0002,-0.0048,0.0013,0.017,0.002,-5.0E-05
-0.0001,0.0061,0,0.004,0.012,4.0E-05
-0.0001,0.0012,0.0005,0.005,0.031,-0.00013
0.0001,-0.0046,0.0007,0.006,0.024,-0.00013
-0.0001,0.006,0.0003,0.008,-0.003,0.00013
0.0001,-0.0043,0.0009,0.01,0.003,-6.0E-05
-0.0001,0.0047,0.0003,0.008,-0.006,0.00011
0.0001,-0.0044,0.0007,0.014,0.007,-2.0E-05
-0.0002,0.0041,0.0005,0.007,0.012,1.0E-05
0.0001,-0.0065,-0.0001,0.007,0,-2.0E-05
0.0001,-0.0027,-0.0002,0.003,-0.021,0.00012
-0.0003,0.0058,0.0007,0.003,-0.006,6.0E-05
0.0002,-0.0061,0.0012,0.015,-0.012,0
-0.0001,0.0046,-0.0012,0.01,-0.01,1.0E-05
0.0001,-0.0016,0.0019,0.013,-0.01,2.0E-05
-0.0002,0.0057,0.0016,0.014,0.013,-1.0E-05
0.0001,-0.0059,-0.001,0.006,0.004,-3.0E-05
0.0001,-0.0013,-0.0004,0.002,-0.009,0.00015
-0.0002,0.0056,0.0009,0.002,-0.001,0.00015
-0.0002,0.0038,-0.0004,0.011,0.015,5.0E-05
-0.0002,0.0054,-0.0004,0.003,0.013,5.0E-05
0.0001,-0.0062,0.0011,0.01,0.006,-5.0E-05
-0.0001,0.0078,0.0027,0.004,0.001,0.00016
-0.0001,0.0082,0.0027,0.008,0.014,-4.0E-05
-0.0001,0.0003,-0.0015,0.005,0.038,3.0E-05
0.0001,-0.0043,0.0029,0.016,0.024,-5.0E-05
-0.0002,0.0037,0.0005,-0.004,0.012,6.0E-05
0.0001,-0.0045,0.0033,0.009,0.01,-0.0001
-0.0001,0.0058,0.0007,0.014,0.015,3.0E-05
-0.0001,0.0046,0.0008,0.009,0.012,5.0E-05
-0.0002,0.004,0.0018,0.008,0.011,5.0E-05
0.0002,-0.0046,0.0002,0.015,0.006,-6.0E-05
-0.0002,0.0058,0,0.001,0.014,4.0E-05
-0.0001,0.0006,0.0012,0.003,0.027,-0.00021
0.0001,-0.0059,0.0031,0.009,0.02,-0.00023
-0.0001,0.0061,-0.0002,0.01,-0.005,6.0E-05
-0.0001,0.0054,-0.0014,0.008,0.016,-0.00013
0.0001,-0.0039,0.0005,0.009,0.019,-0.00021
0.0002,-0.0083,0.0005,0.009,-0.01,-3.0E-05
-0.0002,0.0063,-0.0003,0.004,-0.023,0.00027
-0.0001,0.0074,0.0001,0.003,0.002,-1.0E-05
-0.0001,0.0005,-0.0003,0.006,0.027,-1.0E-05
-0.0001,0.0063,0.0023,0.007,0.002,6.0E-05
0.0001,0.0039,0.0032,0.014,0.017,-0.00016
0.0001,-0.0042,-0.0007,0.008,0.018,-4.0E-05
0.0001,-0.0023,0.0002,0.004,-0.01,3.0E-05
-0.0001,0.0052,0.0021,0.005,0.002,3.0E-05
-0.0001,0.0024,0.0018,0.009,0.01,3.0E-05
-0.0002,0.0035,0.0012,0.004,0.021,-2.0E-05
0.0001,-0.0065,0.0017,0.013,0.014,-0.00013
0.0001,-0.0072,0.0001,0.012,0.004,-3.0E-05
-0.0001,0.0035,-0.0008,0.016,-0.003,-1.0E-05
0.0001,-0.0003,0.0012,0.008,-0.01,2.0E-05
-0.0001,0.0033,0.0004,0.008,-0.004,8.0E-05
0.0001,0.0039,0.0049,0.02,-0.015,0.00013
-0.0006,0.007,0.0012,0.022,-0.006,0.00022
0.0002,0.0044,0.0037,0.022,0.01,-0.00025
-0.0001,-0.0035,0.0002,0.01,0.014,-0.00027
0.0005,-0.0079,0.0033,0.01,0.004,-0.00025
0.0001,-0.0071,0.0033,0.01,-0.012,0.00017
0.0001,0.0067,0.0042,0.016,-0.011,0.00012
-0.0001,0.0058,0.0045,0.019,0.014,-0.00018
0.0001,-0.0073,0.003,0.02,0.01,-0.00033
0.0007,-0.0107,0.0023,0.018,-0.005,-0.00016
-0.0006,0.0064,0.0012,0.013,-0.024,0.00047
0.0007,-0.0072,0.0021,0.01,-0.01,-0.00021
-0.0003,0.0059,0.0036,0.008,-0.022,0.00037
-0.0002,0.0095,0.0049,0.011,-0.004,7.0E-05
-0.0002,0.0066,0.002,0.014,0.014,-0.00017
0.0005,-0.0091,0.0029,0.014,0.005,-0.00021
-0.0003,0.0077,0.005,0.012,-0.006,0.00014
-0.0002,0.0042,0.0029,0.014,0.012,-0.00018
0.0005,-0.0078,0.0018,0.012,0.003,-0.00024
-0.0005,0.0075,0.0023,0.013,-0.007,0.00034
0.0004,-0.0073,0.0023,0.015,0.003,-0.00018
-0.0005,0.009,0.0008,0.01,-0.001,0.00019
-0.0002,0.0061,0.0009,0.006,0.016,-0.00029
-0.0001,-0.0037,0.0004,-0.001,0.02,-0.00043
0.0007,-0.0113,0.0059,0.003,0.006,-0.00033
-0.0004,0.0066,0.0044,0.015,-0.024,0.00048
-0.0001,0.0097,0.0021,0.016,-0.006,2.0E-05
0.0004,-0.0067,0.0016,0.011,0.007,-0.00023
-0.0006,0.0065,0.0015,0.008,-0.007,0.00049
0.0002,-0.004,0.0037,0.009,0.007,-5.0E-05
0.0001,0.0037,0.0037,0.011,-0.009,0.00025
-0.0002,0.0072,0.0021,0.012,-0.001,0.00013
-0.0001,0.0065,0.003,0.013,0.018,-7.0E-05
0.0003,-0.0065,0.0007,0.004,0.018,-0.00022
-0.0003,0.0087,0.0022,0.016,-0.007,0.00027
-0.0001,0.009,0.0025,0.016,0.016,-9.0E-05
-0.0002,0.0044,0.0017,0.014,0.03,-0.00025
0.0004,-0.0095,0.0004,0.008,0.024,-0.0005
0.0002,-0.0135,0.0041,0.01,0.001,-8.0E-05
0.0001,0.0036,0.0042,0.012,-0.03,0.00054
-0.0002,0.0113,0.002,0.01,-0.02,0.00052
0.0002,-0.0077,0.0031,0.014,0.001,-4.0E-05
0.0001,-0.0042,0.001,0.013,-0.013,0.00022
-0.0003,0.007,0.0021,0.01,-0.007,0.00021
-0.0003,0.0053,0.0024,0.009,0.011,-0.00014
0.0004,-0.0085,0.0022,0.008,0.005,-0.0003
0.0003,-0.0083,0.0032,0.009,-0.012,0.00015
-0.0005,0.0114,-0.0013,0.009,-0.007,0.00049
-0.0003,0.0131,-0.0006,0.005,0.02,-0.00011
-0.0001,0.0005,-0.0006,-0.002,0.039,-0.00052
0.0004,-0.0143,0.0045,0.002,0.019,-0.00045
0.0002,-0.0162,0.0059,0.008,-0.014,0.0002
-0.0003,0.0044,0.0001,0.017,-0.034,0.00075
-0.0004,0.0102,0.0018,0.01,0.011,-0.0001
0.0003,-0.0038,0.0036,0.009,0.025,-0.00044
0.0001,-0.0069,0.0039,0.012,0.011,-4.0E-05
-0.0003,0.0076,-0.0003,0.013,0.007,0.00029
0.0001,-0.0057,0.0013,0.005,0.024,-0.00022
0.0003,-0.0076,0.0042,0.009,0.008,-3.0E-05
-0.0002,0.0067,0.0001,0.003,0.011,2.0E-05
-0.0001,-0.0058,0.0033,0.006,0.014,-0.00013
0.0003,-0.0087,0.0045,0.008,0.004,-0.00028
-0.0004,0.0075,0.0035,0.013,-0.023,0.00042
-0.0002,0.0073,0.0024,0.014,0.019,-0.0002
0.0005,-0.0062,0.001,0.01,0.024,-0.00048
-0.0003,0.004,0.0026,0.007,-0.002,0.00026
-0.0002,0.0007,0.0034,0.008,0.009,-0.00015
0.0005,-0.0042,0.0029,0.008,0.006,-0.00028
0.0002,-0.0076,0.0046,0.017,-0.002,-2.0E-05
-0.0004,0.0083,0.0051,0.023,-0.004,0.00011
-0.0002,0.0049,0.0033,0.027,0.016,-0.00019
0.0007,-0.0078,0.001,0.022,0.007,-0.00022
0.0001,-0.0043,0.0019,0.018,-0.012,0.00028
-0.0009,0.0064,0.002,0.013,-0.009,0.00025
0.0012,-0.0115,0.0029,0.013,-0.011,-0.00035
-0.0006,0.0177,0.0039,0.008,-0.008,0.0004
-0.0004,0.0174,0.0034,0.01,0.025,-0.00023
0.001,-0.0094,0.0038,0.016,0.041,-0.00071
-0.0003,0.0077,0.0039,0.019,0.011,0.00016
-0.0001,0.0054,0.0024,0.02,0.032,-0.00014
0.0004,-0.0082,0.0014,0.013,0.006,-5.0E-05
-0.0012,0.0047,0.0023,0.005,-0.007,0.00029
0.0004,-0.008,0.0037,0.008,-0.013,-0.00011
-0.0001,0.0068,0.0066,0.016,-0.024,0.00027
-0.0001,0.0103,0.0026,0.021,-0.006,8.0E-05
-0.0001,0.0069,0.0019,0.025,0.018,-0.00023
0.0004,-0.0085,0.0001,0.015,0.008,-0.00016
-0.0005,0.0069,0.0051,0.007,-0.004,0.00022
0.0006,-0.0084,0.001,0.011,-0.005,-0.00034
-0.0003,0.0082,0.0036,0.013,-0.019,0.00031
0.0009,-0.0068,0.0025,0.015,0.006,-0.00025
-0.0006,0.007,0.0023,0.013,-0.004,0.00048
0.0001,-0.0053,0.0027,0.018,0.017,-0.00023
0.0007,-0.0083,-0.0021,0.014,0.004,-0.00011
0.0001,0.0041,-0.0002,0.005,-0.007,0.00048
-0.0017,0.011,0.0064,0.004,0.005,0.00034
0.0001,-0.0039,0.0036,0.009,0.022,-0.00106
0.0012,-0.0171,0.0025,0.01,0.004,-0.00034
-0.0004,0.0055,0.0054,0.007,-0.038,0.00071
-0.0003,0.0148,0.0049,0.016,0.011,3.0E-05
-0.0001,0.0108,0.0026,0.018,0.037,-0.00043
0.0002,-0.0092,-0.0003,0.016,0.039,-0.00043
-0.0001,0.0065,0.0015,0.005,0.009,8.0E-05
-0.0002,0.0014,0.0019,0.003,0.031,-0.00019
0.0005,-0.0099,0.0045,0.009,0.015,-0.00027
-0.0003,0.0047,0.0044,0.011,-0.005,0.00041
-0.0002,0.0078,0.004,0.015,0.013,2.0E-05
0.0004,-0.005,0.0006,0.012,0.025,-0.00021
0.0002,-0.0084,0.0032,0.008,-0.006,-0.00014
0.0001,0.0002,0.0002,0.019,-0.01,0.00017
-0.0001,0.0034,0.0002,0.017,-0.007,0.0002
-0.0001,0.0049,0.0006,0.014,0.004,-1.0E-05
-0.0001,0.0041,-0.0007,0.01,0.011,-7.0E-05
0.0002,-0.0074,0.0027,0.005,-0.002,-0.00013
-0.0001,0.0039,-0.0002,0.013,0.006,1.0E-05
0.0001,-0.0047,0.0006,0.005,0.004,-8.0E-05
-0.0002,0.0044,0.0029,0.011,-0.005,0.00011
-0.0004,0.0043,-0.0019,0.016,0.012,0.00014
0.0002,-0.0078,-0.0019,0.005,0.001,-0.00011
0.0001,0.005,0.0056,0.019,-0.017,5.0E-05
-0.0002,0.0062,0.0022,0.022,0.002,0
0.0001,0.0046,0.0024,0.023,0.011,-0.00014
0.0001,-0.0055,-0.0003,0.012,0.008,-0.00012
0.0001,-0.005,-0.0003,0.007,-0.01,6.0E-05
-0.0001,0.0046,0.0008,0.011,-0.004,3.0E-05
-0.0002,0.0031,0.0007,0.006,0.01,4.0E-05
0.0001,-0.0052,0.0023,0.011,0.005,-0.00011
-0.0001,0.006,0.0001,0.008,-0.005,0.00013
0.0002,-0.0077,0.0009,0.007,-0.001,-0.00013
-0.0001,0.0079,0.0026,0.011,-0.005,2.0E-05
0.0001,0.0063,0.0028,0.014,0.01,-0.00014
0.0002,-0.0041,0.0009,0.013,0.024,-0.00011
-0.0002,0.0025,0.0006,0.009,0.01,8.0E-05
0.0003,-0.0053,0.0013,0.009,0.007,-0.00019
-0.0002,0.0051,0.0018,0.009,-0.006,0.00011
0.0001,-0.0028,-0.0007,0.008,-0.011,2.0E-05
-0.0002,0.006,0.0017,0,0.02,-4.0E-05
0.0002,-0.0048,0.0033,0.011,0.024,-0.00021
-0.0002,0.006,-0.0002,0.007,0.014,6.0E-05
0.0001,-0.0057,0.0013,0.009,0.02,-0.00016
0.0001,-0.0043,0.0012,0.009,-0.014,7.0E-05
-0.0002,0.0057,0.002,0.009,0,3.0E-05
-0.0001,0.0031,0.0032,0.013,0.011,-0.0002
0.0002,-0.0049,0.0014,0.017,0.005,-0.00012
-0.0001,0.0044,-0.0001,0.01,-0.004,0.00013
-0.0001,0.0038,0.001,0.009,0.012,-5.0E-05
-0.0001,0.0023,0.002,0.011,0.011,1.0E-05
0.0001,-0.0038,0.0003,0.009,0.005,-4.0E-05
0.0002,-0.0023,0.0014,0.014,-0.014,0
-0.0002,0.005,-0.0001,0.011,-0.004,7.0E-05
0.0001,-0.004,0.0015,0.006,-0.013,0
-0.0002,0.0037,0.0022,0.007,-0.008,0
0.0002,-0.0042,0.0017,0.013,-0.012,-7.0E-05
-0.0001,0.0074,0.0019,0.009,0.013,-3.0E-05
-0.0002,0.004,0.0013,0.004,-0.007,7.0E-05
-0.0019,0.0065,0.005,0.027,-0.015,0.00073
-0.0003,0.0063,0.0022,0.028,0.016,-0.00032
0.0016,-0.0095,0.0008,0.018,0.008,-0.00035
-0.0021,0.0078,0.0082,0.009,-0.007,0.00055
0.0015,-0.0063,0.0067,0.026,-0.011,-0.00024
-0.001,0.0115,-0.0024,0.026,-0.009,0.00057
0.0007,0.0086,0.0019,0.018,0.028,-0.00037
-0.0004,0.0064,0.002,0.014,0.043,1.0E-05
0.0007,-0.0099,-0.0028,0.025,-0.002,-1.0E-05
-0.0003,0.0036,0.0058,0.022,-0.007,2.0E-05
0.0004,-0.0025,0.0042,0.023,-0.012,0.00012
-0.0008,0.0054,0.0033,0.021,-0.009,0.00024
0.0001,-0.0038,0.0036,0.024,-0.01,2.0E-05
-0.0004,0.0051,0.0037,0.012,-0.008,7.0E-05
-0.0002,0.0008,0.0024,0.012,0.009,-6.0E-05
0.0004,-0.0035,0.0038,0.012,0.006,-0.00019
0.0003,-0.0017,0.0039,0.022,-0.01,-5.0E-05
-0.0003,0.0036,0.0029,0.019,-0.008,0.00013
0.0003,-0.0052,0.0009,0.012,-0.006,-0.00027
0.0003,-0.0068,0.0043,0.012,-0.032,2.0E-05
-0.0007,0.0091,0.004,0.014,-0.032,0.00031
-0.0004,0.004,0.0025,0.014,0.01,8.0E-05
0.0003,-0.0061,0.0046,0.018,0.007,-0.00018
0.0003,-0.0052,0.0034,0.019,-0.013,0.00011
-0.0008,0.0083,0.0022,0.013,-0.01,0.00034
0.0001,-0.0039,0.0034,0.014,0.012,-0.00031
-0.0001,0.0048,0.0038,0.012,0.004,0.00017
-0.0002,0.0049,0.0044,0.017,0.022,-4.0E-05
-0.0004,0.004,0.0041,0.012,0.028,0.00013
0.0004,-0.0064,0.0005,0.009,0.022,-0.00011
0.0004,-0.0068,0.0016,0.012,0.008,-0.00025
0.0001,-0.0051,0.0032,0.012,-0.012,0.00016
-0.0002,0.0053,0.0032,0.011,-0.011,0.00017
-0.0002,0.0045,0.0046,0.017,0.012,-7.0E-05
-0.0004,0.0039,0.0004,0.007,0.026,7.0E-05
0.0003,-0.0081,0.0021,0.012,0.016,-0.00015
-0.0001,0.003,0.0043,0.013,-0.008,0.00013
-0.0004,0.0043,0.0023,0.013,0.011,8.0E-05
0.0005,-0.0074,0.0014,0.008,0.009,-0.00031
-0.0003,0.0096,0.0027,0.013,-0.002,0.0002
-0.0005,0.0028,0.0027,0.01,0.027,0.00021
0.0004,-0.006,0.0027,0.011,0.025,-0.00025
-0.0002,0.0037,0.0022,0.01,0.007,0.00021
-0.0001,-0.0055,0.0023,0.01,0.009,-0.00012
0.0002,-0.0078,0.0023,0.01,0,-0.00016
-0.0006,0.0045,0.0036,0.009,-0.011,0.0003
-0.0001,0.0056,0.0019,0.008,0.006,0.00013
-0.0001,0.0063,0.002,0.007,0.014,2.0E-05
-0.0002,0.0072,0.0042,0.012,0.03,-1.0E-05
0.0006,-0.0087,-0.0001,0.009,0.038,-0.00037
-0.0002,0.0024,0.0028,0.013,0.01,0.0001
0.0002,-0.0038,0.0021,0.01,0.006,-8.0E-05
-0.0001,0.0042,0.0018,0.008,0.005,0.00012
0.0003,-0.009,0.0036,0.009,-0.015,-9.0E-05
0.0001,-0.0063,0.0024,0.008,-0.028,0.00027
-0.0003,0.007,0.0022,0.008,-0.007,0.00012
0.0009,-0.008,0.0022,0.009,0.009,-0.00043
-0.0001,-0.0033,0.0029,0.009,-0.014,0.00045
-0.0007,0.0069,0.0039,0.011,-0.008,0.00031
0.0001,-0.0039,0.0011,0.003,0,-0.00022
0.0004,-0.0072,0.0028,0.001,-0.013,-0.0001
-0.0004,0.0057,0.0045,0.004,-0.024,0.0003
0.0006,-0.0081,0.0014,0.017,-0.016,-0.00014
-0.0007,0.0048,0.0011,0.009,-0.029,0.00049
0.0001,-0.0037,0.004,0.011,-0.008,-0.00025
-0.0005,0.0051,0.0022,0.008,-0.021,0.00032
0.0003,-0.0025,0.0024,0.011,-0.012,-0.00022
-0.0001,0.0049,0.0042,0.01,-0.001,2.0E-05
-0.0002,0.0024,0.0015,0.009,0.01,-0.00012
0.0005,-0.007,0.0056,0.007,0.001,-0.00025
-0.0009,0.0048,-0.0054,0.008,-0.01,0.00039
0.0002,-0.004,0.0022,0.004,0,-0.00045
0.0005,-0.0068,0.0031,0.009,-0.012,-7.0E-05
-0.0006,0.0093,0.0026,0.018,-0.007,0.00023
0.0003,-0.0043,0.0018,0.019,0.017,-0.00024
-0.0002,0.0071,0.0021,0.008,-0.007,0.00016
0.0001,0.0035,0.0035,0.017,0.014,-0.00019
0.0001,-0.004,0.0006,0.019,0.012,-0.00012
-0.0004,0.002,0.0045,0.005,0.009,-7.0E-05
0.0004,-0.0053,0.0027,0.012,0.006,-0.00031
