REGRESSION,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10
48.1,51.8,42.8,46.8,0.3,29.7,4.5,8.29,20.8,34.28
68.1,83.5,52,45.9,0,30.01,7.1,7.14,18.3,34.28
46.6,55.4,39.6,40.1,0,30.22,5.8,7.83,13.8,34.28
49.7,55,41,45.5,0.5,29.9,7.5,12,23,34.28
78.6,88.7,68.7,43.4,0,29.9,7.3,15.6,23,34.28
36.2,53.2,23.7,25.4,0,30.33,6,3.68,11.3,34.28
82.6,93.2,74.3,60.8,0,29.7,7.5,15.7,20.8,34.28
77.5,86.9,68.5,52.4,0,29.87,7.3,17.9,25.3,34.28
83.6,94.3,69.8,47.9,0,29.92,7.4,16.8,20.8,29.92
74.8,90.7,59,51.5,0,30.04,6.9,6.79,16.1,34.28
48.1,57.9,41,38.6,0,29.98,7.2,11.1,20.8,34.28
82.7,94.3,71.6,55.5,0,29.73,7.3,23,29.9,39.13
69.4,80.6,58.5,47.2,0,30.03,7.2,14.6,20.8,34.28
57.4,63.7,50.5,51.9,0,29.99,7.7,13.4,18.3,34.28
45.2,60.1,29.5,27.7,0,30.19,7.5,4.83,13.8,34.28
80,89.6,70.5,50.2,0,29.81,7.1,17.7,25.3,34.28
50.2,57.4,46.4,47.4,0.8,29.99,7.9,4.83,16.1,34.28
62.9,75.2,48.2,51.5,0,30.16,6.7,10.1,18.3,34.28
47.3,59.2,33.1,33,0,30.05,7.5,9.32,16.1,34.28
54.5,60.4,49.8,52.4,1.2,29.75,7.8,11.8,20.8,34.28
62.3,68.5,55.4,54.2,0.1,29.91,7.9,13.3,20.8,34.28
50.1,57.2,44.8,42.1,0.2,29.99,7.8,13,47.1,34.28
60.8,75.2,44.6,46,0,29.89,7.3,8.86,18.3,34.28
71.8,83.5,64.4,50.1,0,30.09,7.2,20,25.3,34.28
77.1,88,63.3,45.3,0,29.83,7.3,11,20.8,34.28
79.4,89.6,64.4,56.2,0,29.83,7.3,15,27.5,36.94
78.7,87.8,68.7,51.5,0,29.79,7.7,19.4,25.3,34.41
80.8,97.3,63.9,53.9,0,29.8,7.5,5.52,16.1,34.28
76.5,86.2,68,61.4,0,29.74,7.5,13.3,18.3,34.28
80.7,90.5,65.7,53.2,0,29.88,7.4,17.1,25.3,27.5
80.5,96.8,63.1,53.4,0,29.91,7.6,7.48,13.8,23.02
60.7,72.7,48.2,51.3,0,29.85,7,7.37,20.8,34.28
55.4,59,50,53.8,0.3,29.83,7.7,5.52,13.8,34.28
54.9,64.4,46.4,42.6,1.1,30.09,7.7,14.8,23,34.28
54.3,63.7,46.8,37.7,0,29.99,7.4,13.5,57.4,34.28
59.9,62.6,57,56,0.1,29.87,7.8,13.6,20.8,34.28
46.2,50.2,37.4,41.7,0.7,29.99,7.8,7.37,13.8,34.28
38.4,45.3,34.9,25.7,0.1,30.14,7.6,24.9,29.9,39.13
45.4,55.6,35.6,27.6,0,30.22,7.2,12.6,18.3,34.28
75.6,86.2,65.7,43.6,0,29.87,7.4,12.8,18.3,34.28
47.9,61.2,34.9,43.5,0,30.08,5.8,6.56,13.8,34.28
37.7,43.9,32.7,27.4,0,30.06,7.7,21.1,27.5,34.28
79.4,90.1,68.9,47.6,0,29.88,7.1,16.8,29.9,34.28
39.1,48.2,30.2,24.8,0,30.04,7.6,8.75,18.3,34.28
81,91.6,68.9,55.4,0,29.84,7.2,17.8,27.5,29.92
52.2,61.2,42.1,39.4,0.09,29.99,7.5,16.5,23,34.28
81.3,90,72.5,59.2,0,29.79,7.4,16.8,23,34.28
34.5,46.4,23.5,22.1,0,30.35,6.9,6.33,16.1,34.28
53.4,61.9,50,50.8,0.3,29.96,7.8,9.55,16.1,34.28
46.1,55.4,37.9,31.9,0,30.09,7.6,15,23,34.28
48.7,53.6,39.2,45.6,0.1,29.94,5.6,5.75,9.21,34.28
65.3,78.1,49.6,50.5,0,30.06,7.2,7.37,16.1,34.28
71.8,83.8,57.9,52.7,0,29.92,7.3,10.5,23,34.28
68.1,82.6,58.3,61.3,0,30.07,5.4,5.87,16.1,34.28
72.2,81.7,65.7,42,0,29.91,7.2,18.4,25.3,34.28
56.4,70.2,41,44.8,0,29.99,7.4,6.67,16.1,34.28
50.9,65.5,31.8,37.3,0,30.26,6.9,3.34,9.21,34.28
51.2,64.4,36.9,41,0,29.92,6.9,7.14,20.8,34.28
41.4,62.6,25.5,31.1,0,30.25,7.6,4.49,6.9,34.28
53.3,64,43.9,49,0,30.04,7.7,2.07,4.72,34.28
40.2,49.5,32.7,28.9,0,30.34,7.8,10.2,18.3,34.28
41,48.2,33.1,31.4,0,30.11,7.5,16.2,27.5,36.94
52.5,61,41,45.3,0.5,29.75,7.7,8.29,23,34.28
76.4,92.8,60.4,52,0,29.7,7.4,10.4,20.8,34.28
43,48.9,37.4,28.5,0,30.3,7.5,21.7,29.9,39.13
65.7,77.7,50.2,46.9,0,30,7.2,10.4,18.3,34.28
68.2,77.4,55.4,54.9,0,29.81,7.7,11.2,20.8,34.28
52.2,58.1,45.9,49.9,0.2,29.9,7.5,10.4,16.1,34.28
38.5,57.4,24.1,28.6,0,30.43,6.7,3.11,6.9,34.28
73.7,82.4,67.1,59.7,0,29.79,7.8,17.4,23,34.28
51.9,59.2,42.8,49.4,0,29.96,5.3,15.1,23,34.28
36.3,41.7,33.6,26.1,0,30.26,7.5,20,25.3,34.28
50.8,61,37.2,34.4,0,30.02,7.2,14.1,20.8,29.92
29.4,39.2,21.2,13.6,0,30.48,7.4,10.9,16.1,34.28
80.7,95,64.9,52,0,29.9,7.3,8.75,23,34.28
82.1,92.8,70.2,47,0,29.97,7.1,20.7,27.5,39.13
46.6,54.7,37,42.2,0.09,30.04,4.7,3.57,9.21,34.28
48.1,52,42.8,44.7,0.8,29.82,7.4,9.44,18.3,34.28
76.7,87.8,68,59.6,0,29.91,7.5,14.6,20.8,34.28
81.3,92.8,53.6,58.9,0,29.84,7.4,14.2,20.8,34.28
64.4,77.9,54.3,56.7,0,30.15,6.8,2.99,6.9,34.28
42,57.2,29.5,34.7,0,30.15,6.1,4.03,16.1,34.28
65.4,78.8,59,59.7,1.5,29.88,7.7,7.6,19.81,34.28
61.5,75.4,47.5,49.6,0,30.01,7.5,4.83,13.8,34.28
76,90.1,59.5,58.9,0,29.9,6.9,9.55,20.8,34.28
77.4,87.8,66.2,40.3,0,29.91,7.2,14.8,27.5,34.28
77,91.8,63.1,60.8,0,29.79,6.8,8.29,20.8,34.28
53.9,62.1,46.4,45.7,1.3,29.82,7.8,15.5,25.3,27.5
81.1,91.4,66.2,52.6,0,29.88,7.1,12.5,18.3,34.28
39,54,27.1,32.5,0,30.23,7.5,2.3,6.9,34.28
80.6,91.6,68,49,0,29.89,7.3,17.4,20.8,34.28
73.2,91,55.8,51.5,0,29.84,7.3,5.18,11.3,34.28
65.8,77.2,50,45,0,29.93,7.4,11.2,18.3,34.28
47.7,59.7,37.4,41.3,0.1,29.81,7.9,9.44,20.8,34.28
43.5,48.2,39.2,34,0,29.95,7.7,16.9,25.3,34.28
81,91.4,69.8,58.6,0,29.81,7.1,15.6,25.3,34.28
63.6,75.2,48.6,47,0,29.98,7.2,14.2,23,34.28
62.9,76.3,47.5,51.7,0,29.95,7.4,6.33,11.3,34.28
46.8,59,36.9,43,0,29.86,7.6,3.91,16.1,34.28
39.5,55.4,26.8,29.5,0,30.31,5.6,3.8,11.3,34.28
70.5,80.6,60.8,44.6,0,29.98,7.5,15,23,34.28
83.8,96.8,74.8,62.5,0,29.85,7.3,13.5,18.3,34.28
36.8,46.4,28.4,21.8,0,30.18,7.2,13,23,34.28
62.7,73.4,53.6,43.8,0,30.17,7.3,16.2,23,34.28
51.5,57.9,45.1,36.1,0,30.04,7.5,22.5,29.9,39.13
60.7,73.9,49.8,52.1,0,30.13,6.6,6.56,16.1,34.28
49,55.8,44.4,32.1,0,29.95,8,17.9,25.3,34.28
45,50.7,41,29.8,0,30.13,7.6,22.3,39.1,43.62
54.1,60.8,49.5,49,0.1,30.04,7.7,5.41,11.3,34.28
63.2,75.6,48.9,48.4,0,30.09,7.3,9.78,18.3,34.28
78.6,89.8,63.7,44.9,0,30.04,7.2,17.8,31,34.28
48.6,55.4,42.8,37.1,0,30.05,7.6,23.1,27.5,36.94
80.2,89.8,72.1,52.6,0,29.68,7.6,18.7,20.8,29.92
40.7,52.5,30,34,0,30.13,7.2,2.76,11.3,34.28
56.7,73.4,42.3,45.9,0,30.09,7.4,2.3,19.81,34.28
49.2,54.9,42.3,46.9,0.7,29.88,6.1,3.45,6.9,34.28
77.8,93.9,63,55.6,0,29.85,7.1,9.09,23,34.28
42.5,52.9,33.1,41.7,0,30.14,2.3,3.57,6.9,34.28
56.9,68,45.7,51,0,29.95,7.8,8.29,16.1,34.28
56,68.2,45.5,49.7,0,29.91,7.2,6.67,11.3,34.28
63.1,70,55.4,52.6,0.4,30.03,7.8,13.6,20.8,34.28
56.2,64.9,48.2,47.2,0,29.94,7.8,8.86,16.1,34.28
82.1,96.8,66.2,60.2,0,29.82,7.4,9.32,18.3,34.28
61.4,74.5,44.8,48.8,0,30.09,6.6,8.86,18.3,34.28
45,50.4,41.4,35.9,0,30.11,7.5,20.7,27.5,36.94
49.6,57.6,40.1,46.7,0.09,30.12,7.6,7.94,16.1,34.28
79.3,95.7,60.6,52.1,0,29.87,7.3,7.83,18.3,34.28
53.3,60.8,48.2,43.5,0.9,30,7.8,16.3,23,34.28
73.3,84.7,57.9,48.4,0,29.94,7.3,10,18.3,34.28
53.2,61.3,46.8,36.8,0,30.08,7.5,16.5,20.8,34.28
77.9,87.8,68.5,50.9,0,29.94,7.4,20.4,27.5,29.92
47.7,54.1,44.4,47.4,0.8,29.69,5.9,5.98,16.1,32.22
46.4,57.2,36.7,42,0.1,30.26,6.3,6.21,16.1,34.28
41.7,45.7,38.8,37.5,0.3,29.74,7.9,19.2,25.3,34.28
55,62.6,50,46.2,0.3,29.84,7.8,16.1,27.5,41.31
48.8,63.7,37.4,42.2,0,30.31,5,7.02,23,34.28
73.2,86,62.6,51.2,0,30.04,7,16,20.8,34.28
82,93.2,70.7,46.6,0,29.88,7.3,20.3,25.3,36.94
55.3,64.6,49.8,41,0,30.18,6.9,17.6,23,34.28
72.2,79.9,63.7,56.9,0,29.93,7.7,14.2,25.3,34.28
59,72.1,43.9,45.6,0,30.06,7.3,7.6,16.1,34.28
70.7,86.7,56.3,55.3,0,30.01,7.2,2.42,11.3,34.28
39.5,52.2,27.1,32.1,0,30.15,7.2,3.8,6.9,34.28
55,62.1,50,51.6,0.2,30.06,7.6,11.6,18.3,34.28
54.1,59,48.2,48.4,0.09,30.08,7.7,14.9,20.8,25.32
61.7,75.9,46.9,51.8,0,30.03,7.1,3.91,6.9,34.28
52.8,67.6,39.2,43.5,0,29.94,6.6,4.37,13.8,34.28
87.2,96.8,76.6,56,0,29.77,7.5,17.4,25.3,34.28
43,53.8,33.3,35.7,0,30.11,5.9,7.71,16.1,34.28
81.5,90.7,71.8,54.7,0,29.73,7.5,21.1,25.3,34.41
80,93.2,68.5,51.4,0,29.94,7.1,13.8,20.8,34.28
66.1,75.9,57.2,50.8,0,30.04,7.4,17.2,23,34.28
48.9,59,40.8,45.7,0,30.01,7.3,4.37,13.8,34.28
78.7,88.5,70.3,56.7,0,29.95,7.5,18.8,25.3,34.28
75.2,85.3,65.7,59.7,0,29.92,7.5,9.67,20.8,34.28
57,73.4,41.2,47,0,30.2,7.3,4.6,11.3,34.28
51,69.4,39.2,41.6,0,30.14,6.9,3.68,11.3,34.28
49.3,53.6,41,47,0.1,29.87,5.4,2.88,6.9,34.28
53.9,62.6,46.2,48.8,0,30,7.8,1.73,6.9,34.28
68.4,77.9,55.8,55.1,0,29.93,7.7,12.7,23,34.28
46.1,55.4,36.9,30.3,0,30.23,7.6,11.7,23,34.28
74.2,91.8,60.6,57.6,0.09,29.83,7.6,9.78,20.8,32.22
56.8,64.8,48.2,49.6,0.7,29.85,7.8,8.75,18.3,34.28
61.4,66.2,59,52.1,0.1,29.85,7.8,18.9,23,29.92
72.8,83.5,57,52.5,0,29.85,7.3,14.9,23,34.28
54.9,67.3,44.6,48.5,0.2,30.02,7.8,12.4,23,34.28
76.1,83.3,65.7,56.4,0,29.97,8,14.5,20.8,34.28
78.4,88.5,68.5,60.1,0,29.99,7.2,15.7,23,34.28
46.9,56.5,32,37.5,0.3,30.07,7.1,11.6,23,34.41
53,64.4,42.3,42.7,0,30.04,6.5,10.7,18.3,34.28
39.6,51.3,24.8,24.5,0,30.14,7.2,6.33,18.3,34.28
66.2,80.6,57.7,58,0,29.87,7.7,8.63,18.3,34.28
47.9,54.7,41,40.2,0.2,29.89,7.8,12.7,18.3,34.28
48.5,55.4,43,36.7,1.2,30.07,7.6,16.2,23,34.28
79,90.1,63.3,59.5,0,29.86,7.3,6.44,13.8,34.28
53.5,57.2,48.2,52.1,0.3,29.96,7.3,3.34,6.9,34.28
49.4,66.9,35.6,38.2,0,30.25,6,3.45,11.3,34.28
82.8,95,68.2,60.6,0,29.76,7.2,9.78,20.8,34.28
49,61,36.7,32.3,0,29.93,7.2,12.7,20.8,34.28
59.3,69.8,49.8,37,0,30.3,7.3,14.1,25.3,34.28
76.6,89.6,62.6,50.5,0,30.01,7.2,13,23,29.92
49.5,63.5,35.1,40.9,0,30.16,6.7,4.26,11.3,34.28
79.2,87.8,69.1,43.7,0,29.75,7.4,17.8,25.3,34.28
42.6,57.6,29.7,33.6,0,30.25,5.4,5.64,16.1,34.28
77.6,92.3,62.6,56.9,0,29.92,7.3,4.83,13.8,34.28
57.5,65.1,53.6,52.6,0.4,29.65,8.1,11,23,36.94
82,91.4,72.3,61.2,0,29.71,7.1,16.2,23,34.28
64.6,75.7,47.5,51.6,0,29.92,7,9.9,18.3,34.28
54.1,63.3,40.5,39,0,30.19,7.5,14.9,20.8,34.28
52,60.8,46.4,45.1,0.1,29.85,6.7,11,18.3,34.28
82.5,95,66.6,47.5,0,29.95,7.3,16,20.8,34.28
65.5,79.3,51.3,44.7,0,29.95,7.2,10.3,18.3,34.28
76.4,95,56.3,50.4,0,29.79,7.2,4.49,13.8,34.28
39.6,48.2,32.2,19.7,0,30.34,7.2,19.1,29.9,34.28
53.4,57.2,48.7,50.5,1.1,29.8,7.7,12.3,23,29.92
66.8,77.2,55.6,47.2,0,30.04,7.2,16.3,20.8,29.92
62.3,78.1,48.2,50.5,0,30.03,7.3,4.26,13.8,34.28
59.4,68,50.4,55.2,0.5,29.99,5.2,5.18,13.8,34.28
53.1,65.8,42.8,46.8,0.09,29.97,6.2,5.87,13.8,34.28
76.5,86.7,69.8,56.6,0,29.83,7.4,19.2,25.3,34.28
68.9,83.1,59,54.7,0,29.88,7.6,6.67,20.8,34.28
50,56.7,42.8,49.3,0.3,30.01,6.6,5.98,13.8,34.28
57.5,68.4,44.1,41.9,0,30.08,7.4,10.5,18.3,34.28
62.7,72.9,53.6,54.9,0.6,29.76,7.5,8.86,16.1,34.28
68.5,80.6,51.8,50.7,0,29.92,7.6,14.1,25.3,34.28
42.5,46.4,39,42.3,0,29.72,4.3,5.29,11.3,34.28
68.9,77.7,60.6,56.7,0,29.98,7.6,12,23,34.28
42.4,51.8,33.8,36.2,0,29.75,7.4,8.63,18.3,27.5
55.5,70,41.7,49.9,0,30.25,6.5,5.87,18.3,34.28
61.3,79,47.7,48.6,0,30.16,7.2,3.45,11.3,34.28
45.1,55.4,35.2,40.9,0.3,30.06,7.6,2.99,9.21,34.28
78.5,88.3,66.2,59.7,0,29.76,7.4,15.1,23,34.28
78.5,95.9,62.6,53.1,0,29.85,7.2,4.83,16.1,34.28
55.7,62.8,50.2,46.6,0,29.88,7.6,10.8,18.3,34.28
37.2,42.3,34.9,26.3,0,30.02,7.9,22.2,27.5,34.28
73.4,87.3,61,60.9,0.09,30.01,6.5,7.71,18.3,29.92
76.1,88.7,62.2,58.5,0,29.79,7.3,10,23,34.28
57.1,66.4,33.8,49.9,0,29.88,6.6,8.06,18.3,34.28
73.7,88.7,60.6,41.5,0,29.89,7.7,5.18,16.1,34.28
51.9,63.5,44.6,49,0.2,30.25,7.6,3.57,6.9,34.28
84.7,98.6,69.8,52.5,0,29.79,7.3,11.1,18.3,27.5
43,48.6,38.5,35.1,0,29.96,7.9,20,25.3,36.94
53.3,59,44.1,50.6,0.3,30.01,7.6,13.4,23,29.92
50.4,66.4,36.7,42.8,0,30.26,4.6,5.52,13.8,34.28
52.6,61.5,42.8,43,0.7,29.94,7.5,9.67,20.8,34.28
54.6,65.8,44.6,33.5,0,29.95,7.2,15.8,23,29.92
77.3,87.1,69.3,54.7,0,29.97,7,20.7,25.3,34.28
80.5,91.4,72.3,55.5,0,29.81,7.4,19.7,25.3,34.28
49.9,60.8,34,41.9,0,30.04,6.4,9.09,16.1,34.28
42.8,55,30.6,33.1,0,30.01,6.2,3.11,9.21,34.28
76.8,85.8,68,54.1,0,29.67,7.4,12.5,20.8,34.28
82.3,92.1,74.3,58.5,0,29.79,7.3,21.2,27.5,34.28
56.8,64.8,46.4,48.6,0.2,29.88,8,9.32,16.1,34.28
53.7,65.5,39.6,48,0,30.16,6.9,6.56,13.8,34.28
45.6,51.8,35.6,38.3,0,30.24,7.6,10.9,18.3,34.28
68.1,81.3,52.3,50.1,0,29.93,7.4,5.87,16.1,34.28
50,60.8,41,34.5,0,30.23,7.2,18.8,23,34.28
77.2,90,62.8,60.9,0,29.88,5.9,7.37,16.1,34.28
64.3,76.3,44.8,46.7,0,30.13,7.3,14.1,20.8,34.28
51,57.7,43.3,46.6,0,30.02,7.7,13.3,23,34.28
77,86,64.2,55.8,0,29.86,7.2,18.5,23,34.28
55.5,62.6,50,49.6,0.2,29.98,7.6,10.9,20.8,34.28
64.6,75.9,52.3,54.1,0,30.08,6.4,10.1,18.3,34.28
45.3,55.6,36.7,24.8,0,30.21,7.6,14.3,19.81,34.28
72.6,87.8,57.2,55,0,30.01,7.3,3.34,11.3,34.28
79.7,98.1,60.3,49.5,0,29.93,7.4,10,20.8,34.28
76.4,88.5,64.4,59.4,0,29.83,7.2,11.2,20.8,34.28
51.2,58.8,44.6,45.9,0.3,29.88,7.7,6.21,13.8,34.28
49.5,59,35.4,43.6,0,29.94,6.7,10.5,20.8,27.5
82.9,95.4,71.6,44.7,0,29.81,7.2,16.3,23,34.28
69.5,85.1,56.1,57.1,0,29.91,7.3,3.34,9.21,34.28
35.5,50,25.9,28.2,0,30.12,6.7,3.68,11.3,34.28
60.7,68,55.4,58.6,1,30.09,7.2,9.78,16.1,34.28
79.3,88.9,69.8,55.1,0,29.94,7.4,16,25.3,34.28
51.1,71.6,41,46,0.3,30.09,8.1,4.03,19.81,34.28
58.1,66.9,50.9,50.5,0,29.92,7.8,7.71,20.8,34.28
49.2,55.4,39,44.7,0.09,30.1,7.1,4.95,11.3,34.28
52,57.2,45.9,47.5,0.09,30.04,7.1,9.21,16.1,34.28
67.7,85.5,49.8,48.4,0,30.13,7.1,5.29,13.8,34.28
63.6,78.8,46,51.6,0,29.87,7.3,3.34,6.9,34.28
43.1,53.6,34.5,27.8,0,30.34,7.6,12,20.8,34.28
81.5,91.6,72.5,60.1,0,29.83,7.3,15.3,23,34.28
57.8,69.8,47.1,50.4,0,29.99,7.2,6.33,11.3,34.28
82.4,96.1,66,56.1,0,29.85,7.2,10.5,18.3,34.28
43.5,52,35.6,25,0,30.07,7.5,18.6,25.3,34.28
58.3,67.5,50,48.2,0.3,29.91,7.5,12.2,23,34.28
50.7,60.8,41,37.2,0,30.22,6.9,11.7,18.3,34.28
86.4,96.8,74.8,56.2,0,29.85,7.2,14.8,20.8,34.28
59.4,82.8,51.8,50.8,0,29.98,7.8,4.95,11.3,34.28
65.5,79.9,54.5,59.5,0,29.97,6.6,4.03,9.21,34.28
52.2,60.8,41.2,47.3,0,29.91,7.7,8.86,18.3,34.28
86.2,105,67.3,56,0,29.72,7.2,5.06,13.8,34.28
38.5,44.6,30.2,31.7,0.8,29.98,7.6,9.44,40.2,34.28
59.9,75.2,45.5,51.5,0,30.04,6.8,4.03,11.3,34.28
76.9,89.6,64.6,58.1,0,29.81,7.4,5.64,16.1,34.28
50.3,57.4,43.3,39.6,0,30.16,7.7,3.8,9.21,34.28
78.5,91.4,61.9,56.8,0,29.75,7.3,11.1,23,34.28
56.3,60.1,51.8,53.4,7.6,29.73,7.4,5.64,16.1,34.28
45.2,52.2,39.2,34.9,0,29.97,7.5,14,20.8,34.28
52,67.1,39,47.1,0,30.13,5.6,3.8,9.21,34.28
81.5,91.4,73,59.4,0,29.82,7.6,16.9,25.3,34.28
52,63.1,42.8,49.2,1.4,30.04,7.5,4.26,17.2,34.28
39.6,49.5,27.9,24,0,30.47,7.5,8.29,16.1,34.28
65.4,79.3,50,52.8,0,30.02,7.1,5.52,16.1,34.28
75.7,88.9,65.5,55.8,0,29.96,7.3,13.6,23,34.28
62.5,66.6,53.6,52.5,0,29.97,7.8,17.2,57.4,34.28
39.2,46.4,24.3,27.8,0,30.32,7.6,5.52,9.21,34.28
73.2,86.7,57.9,57.8,0,29.85,7.3,8.86,18.3,27.5
43.7,59,30.2,33.3,0,30.3,6.9,2.42,6.9,34.28
47.7,55.4,41,39.5,0,30.01,7.5,13.6,23,34.28
47.1,52.3,42.8,37,0,29.9,7.7,17.6,25.3,34.28
44.9,61.7,32.5,39.8,0,30.2,5.4,2.76,9.21,34.28
65.1,79.5,48.2,52.7,0,29.88,7.3,8.86,16.1,34.28
61.9,71.8,48.2,41.8,0,29.89,7.6,16.4,25.3,34.28
49,52,45.3,39.4,0.09,29.87,7.8,23,27.5,39.13
75.5,88.2,60.1,51.4,0,30,7.5,12.8,20.8,34.28
36.2,42.8,31.3,22.6,0,30.36,7.7,18.4,23,34.28
48.7,56.1,40.1,40.3,0,30.19,7.7,7.71,13.8,34.28
75.4,91.4,56.3,50.3,0,29.97,7.2,8.63,16.1,34.28
59.4,75.2,51.1,56.3,0,29.98,7.5,7.14,18.3,34.28
74.8,87.8,58.3,49.6,0,29.82,7.2,12.6,20.8,34.28
83,95.4,72.3,52.8,0,29.86,7.3,20.7,25.3,34.28
65.3,76.5,55.8,48.8,0,29.78,7.7,15.8,23,34.28
39.8,50,29.1,27.9,0,30.01,7.5,13.5,18.3,34.28
70.9,80.6,64.4,59.5,0,29.81,7.7,11.2,25.3,34.41
51.4,63.3,41.9,46.3,0,30.06,7.4,7.14,13.8,34.28
54.2,64.4,41,47.3,0,30.02,7.6,11.6,20.8,34.28
57.1,63.5,51.1,44.4,0,29.96,7.8,16.4,27.5,32.22
44.8,50.5,39.2,36,0.2,30.09,7.2,17.6,27.5,39.13
82.8,95.5,67.3,58.6,0,29.83,7.2,13.4,23,34.28
79.3,90.1,70.2,57.5,0,30.03,7.1,14.8,20.8,34.28
56,59,52.9,49.9,0.1,30.08,7.5,14.6,20.8,34.28
63.7,76.5,51.4,47.1,0.6,29.91,7.6,5.87,13.8,34.28
77.1,89.6,65.8,60.2,0,29.99,7.3,11.2,18.3,34.28
43.9,53.6,36,34.9,0,30.22,6.1,11.7,16.1,34.28
50.6,61.5,38.8,46.4,0,30.11,5.7,9.9,18.3,34.28
64.3,73.8,56.5,38.4,0,29.79,7.2,18.8,25.3,34.28
57.2,63.7,51.1,49.6,0.2,29.75,7.6,17.1,23,39.13
72.3,85.5,57.2,49.2,0,29.89,7.3,14.8,25.3,36.94
59.7,64.4,56.3,47.6,0.09,29.99,7.8,15,57.4,34.28
50.4,56.7,45.9,47.3,0.5,29.99,7.7,9.67,18.3,34.28
77.5,88,64.6,47.2,0,30.05,7.2,16,25.3,34.28
45.3,51.8,39.2,34.4,0,30.17,7.5,12.5,23,34.28
79.6,93.2,63.3,57.2,0,29.82,7.1,12.6,23,34.28
53.2,60.8,48.2,50.9,0.1,30.27,7.8,6.1,16.1,34.28
75.2,86,55.9,49.9,0,29.97,6.8,10.9,25.3,34.28
76.2,90.1,57.9,52.7,0,29.86,7.4,5.06,11.3,16.11
60.9,75.4,48.7,45.8,0,29.94,7.1,7.14,18.3,34.28
53.2,68.7,36.7,40.7,0,30.17,7.2,4.37,13.8,34.28
45.4,53.6,37.4,38.7,0,30.28,5.4,11.7,18.3,34.28
47.9,61.9,33.8,41.1,0,30.13,7.2,6.79,13.8,34.28
76.8,89.6,62.6,41.5,0,29.9,7.4,9.55,40.2,34.28
47.9,57.2,37.4,43.3,0,30.01,7.6,7.37,18.3,34.28
39.8,52.7,25.3,28.2,0,30.31,7.3,4.95,11.3,34.28
57.6,70.5,46.2,47.8,0,29.96,6.7,4.6,13.8,34.28
67,77,52.7,47.2,0,29.95,7.3,11.6,20.8,34.28
52.1,65.5,32,41,0,29.96,7.6,6.21,13.8,34.28
68.8,83.5,53.2,52.3,0,29.98,7.3,4.83,13.8,34.28
68.5,81.7,53.4,53.9,0,29.88,7.7,5.41,13.8,20.83
64.9,78.8,53.6,46.9,0,30.11,6.9,10.1,16.1,34.28
72.1,82.4,64.4,61.2,0.1,29.78,7.5,8.52,16.1,34.28
72.8,86.4,59.5,58.9,0,29.92,6.7,7.6,20.8,34.28
51.7,59.4,44.6,48.1,0.1,29.96,6.7,5.75,13.8,34.28
47.8,57.7,38.3,32.3,0,30.12,7.3,13.1,20.8,34.28
74.8,88.2,66.2,56.6,0,29.93,7.3,12.2,18.3,34.28
73.1,89.6,54.1,52.5,0,29.99,7.3,3.34,9.21,34.28
51.4,55.4,48,50.1,0.8,29.93,6.5,9.44,18.3,34.28
70.5,86.7,55.4,48.6,0,29.96,7.2,7.14,16.1,34.28
62.7,72.3,54,49.6,0,30.08,6.7,16,23,34.28
75.4,89.6,59,53.8,0,29.92,7.5,7.37,16.1,34.28
38.1,47.8,30.9,27.9,0,30.14,7.4,11.5,18.3,34.28
81.6,99,63.1,53.4,0,29.9,7.5,11.2,20.8,34.28
82,93,70.5,60.2,0,29.81,7.1,15.7,20.8,34.28
45.9,59.9,35.6,36.4,0,30.23,7.5,4.72,11.3,34.28
55,68,41.7,46.4,0,30.1,7.2,3.22,11.3,34.28
49.6,57.9,41.7,39,0,30.15,7.7,4.95,11.3,34.28
65.9,77.9,55.4,44.6,0,30.06,7.1,14.5,23,34.41
85,97,71.2,49.5,0,29.87,7.2,16.2,20.8,34.28
64.9,78.8,51.1,49.1,0,30.09,7.1,6.79,16.1,34.28
82.1,97.7,64.9,50.8,0,29.81,7,7.6,16.1,34.28
49.1,55.4,43.9,46.4,0.09,30.12,7.9,1.73,9.21,34.28
40.6,45.1,33.8,25.8,0,30.26,7.5,23.7,32.2,43.62
52.5,60.8,46.4,45.8,0.3,29.7,7.5,16,34.4,52.94
75.3,85.6,68,62.4,0,29.8,7.4,9.9,25.3,34.28
76,89.6,58.3,52.2,0,29.98,7.2,9.09,35.5,34.28
37.6,45.5,32,29.7,0.4,30.06,10,20,27.5,34.41
49.4,67.1,33.8,36.9,0,30.17,6.7,2.99,11.3,34.28
51.2,58.3,39.2,45.9,0,30.11,7.7,14.5,25.3,29.92
38,45.1,35.6,27.2,0,30.43,7.7,13.8,18.3,34.28
36.7,53.8,22.6,26.4,0,30.37,6.5,6.44,18.3,34.28
48.1,53.2,41.7,44.1,0,30.02,7.7,13.1,16.1,34.28
70.5,82.8,57.2,55.2,0,29.94,7.5,13.3,25.3,34.28
48.6,52.9,42.8,43.5,0.2,29.85,7.8,10.2,16.1,34.28
72.5,82.9,64.4,53.1,0,30.02,6.9,17.1,20.8,34.28
34.9,36.7,33.3,27.6,0,29.97,8,29.1,36.9,55.24
65.3,75,56.3,57.8,0,29.89,7.6,7.48,16.1,34.28
77.6,84.6,71.2,58.3,0,29.89,7.5,18.4,27.5,34.28
